Ejari Contract Number,Registration Date,Start Date,End Date,Version,Area,Contract Amount,Annual Amount,Is Free Hold?,Property Size (sq.m),Property Type,Property Sub Type,Number of Rooms,Usage,Nearest Metro,Nearest Mall,Nearest Landmark,Parking,No of Units,Master Project,Project
"0120180905003101","2023-12-04 12:31:27","2024-01-01 00:00:00","2024-12-31 00:00:00","Renewed","Al Nahda First","28600","28600","Non Free Hold","41.59","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120181021003861","2023-12-04 19:58:16","2023-12-03 00:00:00","2024-12-02 00:00:00","Renewed","Eyal Nasser","64000","64000","Non Free Hold","1437","Unit","Shop","","Commercial","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","1","",""
"0120181104000927","2023-12-04 13:41:38","2023-11-10 00:00:00","2024-11-09 00:00:00","Renewed","Al Qusais First","52000","52000","Non Free Hold","127","Unit","Flat","","Residential","Airport Free Zone","City Centre Mirdif","Dubai International Airport","","1","",""
"0120181106003519","2023-12-04 14:16:15","2023-11-10 00:00:00","2024-11-09 00:00:00","Renewed","Al Barsha First","66000","66000","Non Free Hold","913","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","","1","",""
"0120181126003476","2023-12-04 14:30:23","2023-12-03 00:00:00","2024-12-02 00:00:00","Renewed","Al Goze Fourth","51450","51450","Non Free Hold","105","Unit","Flat","","Residential","Noor Bank Metro Station","Mall of the Emirates","Downtown Dubai","","1","",""
"0120181127002224","2023-12-04 17:28:28","2023-12-04 00:00:00","2024-12-03 00:00:00","Renewed","Al Hudaiba","75000","75000","Non Free Hold","150.97","Unit","Flat","","Residential","Al Jafiliya Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120181213002292","2023-12-04 17:30:42","2023-12-20 00:00:00","2024-12-19 00:00:00","Renewed","Al Qusais First","25200","25200","Non Free Hold","37.16","Unit","Flat","","Residential","Airport Free Zone","City Centre Mirdif","Dubai International Airport","","1","",""
"0120181220000957","2023-12-04 14:43:53","2023-12-21 00:00:00","2024-12-20 00:00:00","Renewed","Al Karama","53900","53900","Non Free Hold","91.23","Unit","Flat","","Residential","ADCB Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120181226003916","2023-12-04 13:20:27","2023-12-01 00:00:00","2024-11-30 00:00:00","Renewed","Al Qusais First","32000","32000","Non Free Hold","1","Unit","Flat","","Residential","Airport Free Zone","City Centre Mirdif","Dubai International Airport","","1","",""
"0120181231001124","2023-12-04 09:31:50","2024-01-01 00:00:00","2024-12-31 00:00:00","Renewed","Al Rega","90000","90000","Non Free Hold","33","Unit","Shop","","Commercial","Baniyas Square Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120190207004780","2023-12-04 10:41:26","2023-04-15 00:00:00","2024-04-14 00:00:00","Renewed","Al Nahda Second","45000","45000","Non Free Hold","140","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120190421000001","2023-12-04 17:53:08","2023-11-09 00:00:00","2024-11-08 00:00:00","Renewed","Al Ras","32000","32000","Non Free Hold","73","Unit","Office","","Commercial","Al Ras Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120191008000576","2023-12-04 13:15:42","2023-12-10 00:00:00","2024-12-09 00:00:00","Renewed","Al Nahda First","52000","52000","Non Free Hold","118.93","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120191012000965","2023-12-04 12:53:10","2023-10-25 00:00:00","2024-10-24 00:00:00","Renewed","Al Qusais Industrial Fourth","56000","56000","Non Free Hold","125.42","Unit","Flat","","Residential","Airport Free Zone","City Centre Mirdif","Dubai International Airport","","1","",""
"0120191021001482","2023-12-04 16:23:32","2023-11-21 00:00:00","2024-11-20 00:00:00","Renewed","Al Karama","44100","44100","Non Free Hold","91.97","Unit","Flat","","Residential","ADCB Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120191106001618","2023-12-04 08:13:32","2023-12-01 00:00:00","2024-11-30 00:00:00","Renewed","Al Ras","95000","95000","Non Free Hold","18","Unit","Shop","","Commercial","Al Ras Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120191106002771","2023-12-04 17:36:30","2023-12-06 00:00:00","2024-12-05 00:00:00","Renewed","Al Saffa First","187425","187425","Non Free Hold","278.15","Villa","Villa","","Residential","Business Bay Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"0120191117003762","2023-12-04 16:31:12","2023-11-21 00:00:00","2024-11-20 00:00:00","Renewed","Al Qusais Industrial Fourth","44000","44000","Non Free Hold","80","Unit","Office","","Commercial","Airport Free Zone","City Centre Mirdif","Dubai International Airport","","1","",""
"0120191121003716","2023-12-04 21:06:31","2023-12-21 00:00:00","2024-11-01 00:00:00","Renewed","Jabal Ali First","65000","75093.17","Free Hold","94","Unit","Flat","","Residential","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","","1","",""
"0120191212001812","2023-12-04 19:16:14","2023-12-04 00:00:00","2024-12-03 00:00:00","Renewed","Oud Metha","95000","95000","Non Free Hold","138.05","Unit","Flat","","Residential","Healthcare City Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120191215001453","2023-12-04 13:15:38","2023-12-15 00:00:00","2024-12-14 00:00:00","Renewed","Eyal Nasser","25000","25000","Non Free Hold","17","Unit","Office","","Commercial","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","1","",""
"0120191217002289","2023-12-04 13:34:19","2023-12-24 00:00:00","2024-12-23 00:00:00","Renewed","Al Barsha First","76650","76650","Non Free Hold","103.35","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","","1","",""
"0120200205003966","2023-12-04 08:59:59","2024-01-01 00:00:00","2024-12-31 00:00:00","Renewed","Port Saeed","300000","300000","Non Free Hold","148.64","Unit","Showroom","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","2","",""
"0120200205003966","2023-12-04 08:59:59","2024-01-01 00:00:00","2024-12-31 00:00:00","Renewed","Port Saeed","300000","300000","Non Free Hold","147.99","Unit","Showroom","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","2","",""
"0120200229000973","2023-12-04 16:06:13","2024-01-03 00:00:00","2025-01-02 00:00:00","Renewed","Al Karama","55000","55000","Non Free Hold","77.2","Unit","Flat","","Residential","ADCB Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120200729001659","2023-12-04 12:51:52","2023-10-01 00:00:00","2024-09-30 00:00:00","Renewed","Al Nahda First","41000","41000","Non Free Hold","85.65","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120200825002070","2023-12-04 14:45:45","2023-12-01 00:00:00","2024-11-30 00:00:00","Renewed","Al Barshaa South Third","72000","72000","Free Hold","118.4","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","","1","",""
"0120201021001398","2023-12-04 14:08:29","2023-11-18 00:00:00","2024-11-17 00:00:00","Renewed","Al Barsha First","50000","50000","Non Free Hold","750","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","","1","",""
"0120201022000992","2023-12-04 11:59:11","2023-12-01 00:00:00","2024-12-31 00:00:00","Renewed","Al Suq Al Kabeer","162500","150000","Non Free Hold","88.72","Unit","Showroom","","Commercial","Al Fahidi Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120201027003215","2023-12-04 14:33:57","2024-01-03 00:00:00","2025-01-02 00:00:00","Renewed","Jumeirah Third","320000","320000","Non Free Hold","508.63","Villa","Villa","","Residential","Business Bay Metro Station","Dubai Mall","Burj Khalifa","2","1","",""
"0120201028004047","2023-12-04 17:41:55","2023-12-01 00:00:00","2024-11-30 00:00:00","Renewed","Al Yelayiss 1","104500","104500","Free Hold","216","Villa","Villa","3","Residential","","","Dubai Cycling Course","","1","","REEM-MIRA COMMUNITY PH 3"
"0120201028004838","2023-12-04 16:12:32","2023-12-04 00:00:00","2024-12-03 00:00:00","Renewed","Al Karama","60000","60000","Non Free Hold","82.9","Unit","Flat","","Residential","ADCB Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120201103002795","2023-12-04 12:37:06","2023-12-09 00:00:00","2024-12-08 00:00:00","Renewed","Ras Al Khor Industrial Third","45150","45150","Non Free Hold","91.6","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120201118001251","2023-12-04 14:43:18","2023-12-10 00:00:00","2024-03-09 00:00:00","Renewed","Al Nahda Second","8625","34500","Non Free Hold","60","Unit","Flat","","Residential","Al Nahda Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120201119000988","2023-12-04 12:56:58","2023-12-01 00:00:00","2024-11-30 00:00:00","Renewed","Business Bay","240000","240000","Free Hold","156.09","Unit","Office","","Commercial","Business Bay Metro Station","Dubai Mall","Downtown Dubai","","1","","BURLINGTON TOWER"
"0120201124003843","2023-12-04 15:09:32","2023-12-01 00:00:00","2024-11-30 00:00:00","Renewed","Marsa Dubai","54510","54510","Free Hold","71.91","Unit","Flat","","Residential","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","","1","",""
"0120201125003563","2023-12-04 10:26:37","2023-12-01 00:00:00","2024-11-30 00:00:00","Renewed","Wadi Al Safa 5","38500","38500","Free Hold","93.2","Unit","Flat","","Residential","","","IMG World Adventures","","1","",""
"0120201128002060","2023-12-04 20:19:58","2023-11-29 00:00:00","2024-11-28 00:00:00","Renewed","Marsa Dubai","41745","41745","Free Hold","37.57","Unit","Flat","","Residential","Marina Mall Metro Station","Marina Mall","Burj Al Arab","","1","",""
"0120201208000518","2023-12-04 17:45:04","2023-12-09 00:00:00","2024-12-08 00:00:00","Renewed","Al Goze Fourth","38400","38400","Non Free Hold","81.1","Unit","Flat","","Residential","Noor Bank Metro Station","Mall of the Emirates","Downtown Dubai","","1","",""
"0120201213001088","2023-12-04 12:25:10","2023-12-01 00:00:00","2024-11-30 00:00:00","Renewed","Naif","220000","220000","Non Free Hold","15","Unit","Shop","","Commercial","Baniyas Square Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120201215004628","2023-12-04 14:03:53","2024-01-01 00:00:00","2024-12-31 00:00:00","Renewed","Al Nahda Second","50000","50000","Non Free Hold","109","Unit","Flat","","Residential","Al Nahda Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120210107002598","2023-12-04 12:37:36","2023-12-18 00:00:00","2024-12-17 00:00:00","Renewed","Oud Metha","58000","58000","Non Free Hold","102.66","Unit","Flat","","Residential","Healthcare City Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120210522000150","2023-12-04 16:47:46","2023-12-26 00:00:00","2024-12-25 00:00:00","Renewed","Al Qusais First","53500","53500","Non Free Hold","107.99","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120210609002016","2023-12-04 09:51:01","2024-01-01 00:00:00","2024-12-31 00:00:00","Renewed","Al Rega","55000","55000","Non Free Hold","140","Unit","Flat","","Residential","Union Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120210815003376","2023-12-04 13:47:48","2023-10-14 00:00:00","2024-10-13 00:00:00","Renewed","Hor Al Anz East","500000","500000","Non Free Hold","351","Unit","Showroom","","Commercial","Al Qiyadah Metro Station","City Centre Mirdif","Dubai International Airport","","2","",""
"0120210815003376","2023-12-04 13:47:48","2023-10-14 00:00:00","2024-10-13 00:00:00","Renewed","Hor Al Anz East","500000","500000","Non Free Hold","700.48","Unit","Showroom","","Commercial","Al Qiyadah Metro Station","City Centre Mirdif","Dubai International Airport","","2","",""
"0120210830004512","2023-12-04 16:03:42","2023-12-01 00:00:00","2024-11-30 00:00:00","Renewed","Nad Al Hamar","900000","900000","Non Free Hold","1382.59","Unit","Showroom","","Commercial","Creek Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120210907004711","2023-12-04 13:18:27","2022-10-01 00:00:00","2023-09-30 00:00:00","Renewed","Al Karama","115000","115000","Non Free Hold","118","Unit","Flat","","Residential","Burjuman Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120210916003611","2023-12-04 18:00:53","2023-10-02 00:00:00","2024-10-01 00:00:00","Renewed","Nad Al Shiba First","85000","85000","Free Hold","140.42","Unit","Flat","","Residential","Business Bay Metro Station","Dubai Mall","Downtown Dubai","","1","",""
"0120210927002555","2023-12-04 17:24:41","2023-12-01 00:00:00","2024-11-30 00:00:00","Renewed","Al-Cornich","84000","84000","Non Free Hold","125.01","Unit","Flat","","Residential","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","1","",""
"0120210930002479","2023-12-04 15:23:44","2023-10-01 00:00:00","2024-09-30 00:00:00","Renewed","Al Warqa First","41800","41800","Non Free Hold","72","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120211005000694","2023-12-04 18:54:48","2023-12-01 00:00:00","2024-11-30 00:00:00","Renewed","Jabal Ali First","76183","76183","Free Hold","134","Unit","Flat","","Residential","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","","1","",""
"0120211005000794","2023-12-04 19:40:15","2023-11-06 00:00:00","2024-11-05 00:00:00","Renewed","Jabal Ali First","130000","130000","Free Hold","378236","Villa","Villa","3","Residential","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","","1","",""
"0120211013004290","2023-12-04 13:03:30","2023-12-02 00:00:00","2024-12-01 00:00:00","Renewed","Al Warqa First","40000","40000","Non Free Hold","70","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120211018003042","2023-12-04 11:39:48","2023-10-20 00:00:00","2024-10-19 00:00:00","Renewed","Al Warsan First","30360","30360","Free Hold","84","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"0120211027000162","2023-12-04 15:00:13","2023-12-01 00:00:00","2024-11-30 00:00:00","Renewed","Al Raffa","61360","61360","Non Free Hold","72.64","Unit","Flat","","Residential","Al Fahidi Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120211027002425","2023-12-04 15:14:55","2023-12-01 00:00:00","2024-11-30 00:00:00","Renewed","Al Raffa","77050","77050","Non Free Hold","108.49","Unit","Flat","","Residential","Al Fahidi Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120211028001047","2023-12-04 12:47:32","2023-12-01 00:00:00","2024-11-30 00:00:00","Renewed","Al Murqabat","40250","40250","Non Free Hold","0","Unit","Flat","","Residential","Abu Baker Al Siddique Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120211031005220","2023-12-04 16:42:06","2023-12-01 00:00:00","2024-05-30 00:00:00","Renewed","Wadi Al Safa 3","19500","39210.81","Free Hold","79.25","Unit","Flat","","Residential","","","IMG World Adventures","","1","",""
"0120211101003394","2023-12-04 21:22:42","2023-12-06 00:00:00","2024-12-05 00:00:00","Renewed","Jabal Ali First","47518","47518","Free Hold","88","Unit","Flat","","Residential","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","","1","",""
"0120211102003592","2023-12-04 12:54:58","2023-11-05 00:00:00","2024-11-04 00:00:00","Renewed","Al Yelayiss 2","42000","42000","Free Hold","61.04","Unit","Flat","","Residential","","","Dubai Cycling Course","","1","","HAYAT BOULEVARD"
"0120211106001811","2023-12-04 19:22:30","2023-12-25 00:00:00","2024-12-24 00:00:00","Renewed","Al Goze Industrial Second","28600","28600","Free Hold","33.03","Unit","Flat","","Residential","Noor Bank Metro Station","Mall of the Emirates","Downtown Dubai","","1","",""
"0120211110000145","2023-12-04 11:31:28","2023-12-07 00:00:00","2024-12-06 00:00:00","Renewed","Al Warqa First","32200","32200","Non Free Hold","59","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120211110001016","2023-12-04 12:08:54","2023-12-01 00:00:00","2024-11-30 00:00:00","Renewed","Al Suq Al Kabeer","28000","28000","Non Free Hold","29.64","Unit","Office","","Commercial","Al Fahidi Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120211114003534","2023-12-04 21:32:22","2023-12-15 00:00:00","2024-12-14 00:00:00","Renewed","Jabal Ali First","31460","31460","Free Hold","35.7","Unit","Flat","","Residential","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Sports City Swimming Academy","","1","",""
"0120211115004808","2023-12-04 09:14:43","2024-01-01 00:00:00","2024-12-31 00:00:00","Renewed","Al Murqabat","42550","42550","Non Free Hold","64.1","Unit","Flat","","Residential","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120211116005309","2023-12-04 18:40:06","2024-01-01 00:00:00","2024-12-31 00:00:00","Renewed","Al Murqabat","42550","42550","Non Free Hold","64.1","Unit","Flat","","Residential","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120211121004376","2023-12-04 18:08:16","2023-12-01 00:00:00","2024-11-30 00:00:00","Renewed","Al Suq Al Kabeer","22000","22000","Non Free Hold","20","Unit","Office","","Commercial","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120211123002343","2023-12-04 19:30:22","2023-12-27 00:00:00","2024-12-26 00:00:00","Renewed","Al Goze Industrial Second","36000","36000","Free Hold","55.72","Unit","Flat","","Residential","Noor Bank Metro Station","Mall of the Emirates","Downtown Dubai","","1","",""
"0120211124000267","2023-12-04 17:39:11","2023-11-30 00:00:00","2024-05-29 00:00:00","Renewed","Al Karama","26250","52219.25","Non Free Hold","76.09","Unit","Flat","","Residential","Oud Metha Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120211125001750","2023-12-04 15:32:04","2023-12-01 00:00:00","2024-11-30 00:00:00","Renewed","Al Warsan First","30360","30360","Free Hold","66.5","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"0120211127002853","2023-12-04 15:13:34","2024-01-01 00:00:00","2024-12-31 00:00:00","Renewed","Hor Al Anz","32500","32500","Non Free Hold","39","Unit","Flat","","Residential","Abu Baker Al Siddique Metro Station","","Dubai International Airport","","1","",""
"0120211128000540","2023-12-04 14:25:16","2023-12-04 00:00:00","2024-12-03 00:00:00","Renewed","Jabal Ali First","39100","39100","Free Hold","81","Unit","Flat","","Residential","","","","","1","",""
"0120211128005942","2023-12-04 16:02:21","2023-11-15 00:00:00","2024-11-14 00:00:00","Renewed","Wadi Al Safa 3","38000","38000","Free Hold","79.7","Unit","Flat","","Residential","","","IMG World Adventures","","1","",""
"0120211128006161","2023-12-04 16:27:53","2023-11-27 00:00:00","2024-11-26 00:00:00","Renewed","Wadi Al Safa 3","39000","39000","Free Hold","82.86","Unit","Flat","","Residential","","","IMG World Adventures","","1","",""
"0120211130001423","2023-12-04 17:47:47","2023-12-05 00:00:00","2024-12-04 00:00:00","Renewed","Jabal Ali First","25300","25300","Free Hold","45","Unit","Flat","","Residential","","","","","1","",""
"0120211130001576","2023-12-04 12:08:50","2023-12-05 00:00:00","2024-12-04 00:00:00","Renewed","Jabal Ali First","25300","25300","Free Hold","43","Unit","Flat","","Residential","","","","","1","",""
"0120211130002057","2023-12-04 20:55:51","2023-12-01 00:00:00","2024-11-30 00:00:00","Renewed","Al Ras","25000","25000","Non Free Hold","26","Unit","Flat","","Residential","Al Ras Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120211130003137","2023-12-04 17:38:40","2023-11-30 00:00:00","2024-11-30 00:00:00","Renewed","Al Baraha","22000","21939.06","Non Free Hold","10","Unit","Flat","","Residential","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120211130004209","2023-12-04 13:21:59","2023-12-05 00:00:00","2024-12-04 00:00:00","Renewed","Al Karama","47669","47669","Non Free Hold","91.97","Unit","Flat","","Residential","ADCB Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120211130004553","2023-12-04 16:34:08","2023-12-01 00:00:00","2024-11-30 00:00:00","Renewed","Wadi Al Safa 3","37000","37000","Free Hold","66.24","Unit","Flat","","Residential","","","IMG World Adventures","","1","",""
"0120211130006133","2023-12-04 18:35:58","2023-12-07 00:00:00","2024-12-06 00:00:00","Renewed","Al Bada","199999","199999","Non Free Hold","303.51","Villa","Villa","","Residential","Financial Centre","Dubai Mall","Burj Khalifa","2","1","",""
"0120211204000444","2023-12-04 18:29:15","2023-12-08 00:00:00","2024-12-07 00:00:00","Renewed","Al Qusais First","50500","50500","Non Free Hold","106.6","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120211205000115","2023-12-04 17:55:16","2023-12-01 00:00:00","2024-11-30 00:00:00","Renewed","Al Mararr","27000","27000","Non Free Hold","59.46","Unit","Studio ","","Residential","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","1","",""
"0120211205001719","2023-12-04 15:22:32","2023-12-12 00:00:00","2024-12-11 00:00:00","Renewed","Jabal Ali First","28750","28750","Free Hold","51","Unit","Flat","","Residential","","","","","1","",""
"0120211206001935","2023-12-04 17:08:17","2023-12-12 00:00:00","2024-12-11 00:00:00","Renewed","Jabal Ali First","25300","25300","Free Hold","43","Unit","Flat","","Residential","","","","","1","",""
"0120211206002694","2023-12-04 14:09:56","2023-12-09 00:00:00","2024-12-08 00:00:00","Renewed","Muhaisanah Fourth","44099","44099","Non Free Hold","100.33","Unit","Flat","","Residential","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120211207005181","2023-12-04 13:40:02","2023-12-15 00:00:00","2024-12-14 00:00:00","Renewed","Muhaisanah Fourth","42000","42000","Non Free Hold","10","Unit","Flat","","Residential","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120211211001163","2023-12-04 13:30:01","2023-12-15 00:00:00","2024-12-14 00:00:00","Renewed","Muhaisanah Fourth","59999","59999","Non Free Hold","123.08","Unit","Flat","","Residential","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120211212002713","2023-12-04 14:01:44","2023-12-19 00:00:00","2024-12-18 00:00:00","Renewed","Muhaisanah Fourth","72999","72999","Non Free Hold","165.3","Unit","Flat","","Residential","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120211214000999","2023-12-04 17:22:52","2023-12-19 00:00:00","2024-12-18 00:00:00","Renewed","Jabal Ali First","28750","28750","Free Hold","51","Unit","Flat","","Residential","","","","","1","",""
"0120211219002032","2023-12-04 11:45:42","2023-12-21 00:00:00","2024-12-20 00:00:00","Renewed","Jabal Ali Industrial First","75000","75000","Non Free Hold","2787.1","Unit","Warehouse","","Commercial","DANUBE Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","","1","",""
"0120211219003151","2023-12-04 13:11:48","2023-12-26 00:00:00","2024-12-25 00:00:00","Renewed","Al Bada","140000","140000","Non Free Hold","220.18","Villa","Complex Villas","","Residential","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"0120211221000322","2023-12-04 13:18:45","2023-12-27 00:00:00","2024-12-26 00:00:00","Renewed","Madinat Dubai Almelaheyah","67000","67000","Non Free Hold","117.84","Unit","Flat","","Residential","ADCB Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120211221000713","2023-12-04 17:11:57","2023-12-27 00:00:00","2024-12-26 00:00:00","Renewed","Jabal Ali First","30188","30188","Free Hold","51","Unit","Flat","","Residential","","","","","1","",""
"0120211222000741","2023-12-04 15:27:23","2023-12-11 00:00:00","2024-12-10 00:00:00","Renewed","Jabal Ali First","68250","68250","Free Hold","153","Unit","Flat","","Residential","","","","","1","",""
"0120211223005110","2023-12-04 14:16:27","2024-01-01 00:00:00","2024-12-31 00:00:00","Renewed","Al Hebiah Fourth","39000","39000","Free Hold","61.72","Unit","Flat","","Residential","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","","1","","TENNIS TOWER"
