Ejari Contract Number,Registration Date,Start Date,End Date,Version,Area,Contract Amount,Annual Amount,Is Free Hold?,Property Size (sq.m),Property Type,Property Sub Type,Number of Rooms,Usage,Nearest Metro,Nearest Mall,Nearest Landmark,Parking,No of Units,Master Project,Project
"0120211226006116","2023-12-04 16:20:19","2024-01-02 00:00:00","2025-01-01 00:00:00","Renewed","Al Goze Fourth","52918.92","52918.92","Non Free Hold","107.21","Unit","Flat","","Residential","Noor Bank Metro Station","Mall of the Emirates","Downtown Dubai","","1","",""
"0120211227000140","2023-12-04 13:24:48","2024-01-02 00:00:00","2025-01-01 00:00:00","Renewed","Madinat Dubai Almelaheyah","67000","67000","Non Free Hold","118.31","Unit","Flat","","Residential","ADCB Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120211228003495","2023-12-04 14:27:18","2024-01-03 00:00:00","2025-01-02 00:00:00","Renewed","Jabal Ali First","39100","39100","Free Hold","81","Unit","Flat","","Residential","","","","","1","",""
"0120220110002424","2023-12-04 18:31:25","2024-01-01 00:00:00","2024-12-31 00:00:00","Renewed","Al Barsha First","71819","71819","Non Free Hold","125.88","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","","1","",""
"0120220209002689","2023-12-04 13:50:11","2024-01-01 00:00:00","2024-12-31 00:00:00","Renewed","Al Hudaiba","94600","94600","Non Free Hold","130.06","Unit","Flat","","Residential","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120220309003876","2023-12-04 13:39:08","2024-01-01 00:00:00","2024-12-31 00:00:00","Renewed","Al Hudaiba","99000","99000","Non Free Hold","130.06","Unit","Flat","","Residential","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120220319001089","2023-12-04 15:50:32","2023-03-19 00:00:00","2024-03-18 00:00:00","Renewed","Business Bay","58000","58000","Free Hold","42.04","Unit","Office","","Commercial","Business Bay Metro Station","Dubai Mall","Downtown Dubai","","1","","PARK LANE TOWER"
"0120220322002095","2023-12-04 11:09:44","2023-01-01 00:00:00","2023-12-31 00:00:00","Renewed","Al Suq Al Kabeer","50000","50000","Non Free Hold","77.95","Unit","Flat","","Residential","Al Fahidi Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120220402000913","2023-12-04 13:12:39","2023-11-20 00:00:00","2024-11-19 00:00:00","Renewed","Al Suq Al Kabeer","82000","82000","Non Free Hold","72","Unit","Shop","","Commercial","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120220414004041","2023-12-04 13:44:56","2023-05-01 00:00:00","2024-04-30 00:00:00","Renewed","Al Suq Al Kabeer","62000","62000","Non Free Hold","102","Unit","Flat","","Residential","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120220424001196","2023-12-04 15:08:36","2024-01-01 00:00:00","2024-12-31 00:00:00","Renewed","Al Hudaiba","70648","70648","Non Free Hold","155.02","Unit","Flat","","Residential","Al Jafiliya Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120220608000547","2023-12-04 15:19:58","2023-12-11 00:00:00","2024-03-10 00:00:00","Renewed","Al Qusais Industrial Fifth","8250","33000","Non Free Hold","73.79","Unit","Flat","","Residential","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120220613005577","2023-12-04 11:45:04","2023-11-30 00:00:00","2024-05-29 00:00:00","Renewed","Al Thanyah Fifth","49800","99067.38","Free Hold","66.73","Unit","Flat","","Residential","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","","1","","LAKE TERRACE"
"0120220616000672","2023-12-04 20:09:47","2023-06-17 00:00:00","2024-06-16 00:00:00","Renewed","Business Bay","51750","51750","Free Hold","88.96","Unit","Flat","","Residential","Business Bay Metro Station","Dubai Mall","Downtown Dubai","","1","","MAYFAIR RESIDENCY"
"0120220617002497","2023-12-04 11:20:55","2023-07-15 00:00:00","2024-07-14 00:00:00","Renewed","Al Nahda Second","48000","48000","Non Free Hold","90","Unit","Flat","","Residential","Al Nahda Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120220702001056","2023-12-04 10:29:48","2024-01-01 00:00:00","2024-06-30 00:00:00","Renewed","Al Thanyah Fifth","90000","180000","Free Hold","106.96","Unit","Office","","Commercial","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","","1","","PLATINUM TOWER"
"0120220822003335","2023-12-04 21:27:12","2023-09-01 00:00:00","2024-08-31 00:00:00","Renewed","Mankhool","50000","50000","Non Free Hold","40.5","Unit","Flat","","Residential","Al Fahidi Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120220824000800","2023-12-04 14:25:34","2023-11-20 00:00:00","2024-11-19 00:00:00","Renewed","Al Jadaf","66000","66000","Non Free Hold","101.75","Unit","Flat","","Residential","Al Jadaf Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120220829002922","2023-12-04 12:13:55","2024-01-01 00:00:00","2024-12-31 00:00:00","Renewed","Al Hudaiba","89917","89917","Non Free Hold","213.1","Unit","Flat","","Residential","Al Jafiliya Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120220926006879","2023-12-04 12:29:50","2023-12-03 00:00:00","2024-12-02 00:00:00","Renewed","Madinat Dubai Almelaheyah","35200","35200","Non Free Hold","32.7","Unit","Shop","","Commercial","Al Jafiliya Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120220927005744","2023-12-04 21:11:00","2023-11-02 00:00:00","2024-11-01 00:00:00","Renewed","Jabal Ali First","65000","65000","Free Hold","94","Unit","Flat","","Residential","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Sports City Swimming Academy","","1","",""
"0120220930008217","2023-12-04 19:04:02","2023-10-31 00:00:00","2024-10-30 00:00:00","Renewed","Jabal Ali First","49350","49350","Free Hold","88","Unit","Flat","","Residential","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","","1","",""
"0120221002004281","2023-12-04 11:43:20","2023-10-15 00:00:00","2024-10-14 00:00:00","Renewed","Al Satwa","70000","70000","Non Free Hold","64","Unit","Flat","","Residential","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120221005007848","2023-12-04 19:16:46","2023-11-04 00:00:00","2024-11-03 00:00:00","Renewed","Jabal Ali First","93000","93000","Free Hold","134","Unit","Flat","","Residential","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","","1","",""
"0120221015000603","2023-12-04 11:02:44","2023-10-20 00:00:00","2024-10-19 00:00:00","Renewed","Madinat Al Mataar","30000","30000","Free Hold","32.27","Unit","Studio ","","Residential","","","Expo 2020 Site","","1","","MAG 5"
"0120221015000603","2023-12-04 11:02:44","2023-10-20 00:00:00","2024-10-19 00:00:00","Renewed","Madinat Al Mataar","30000","30000","Free Hold","32.27","Unit","Studio ","","Residential","","","Expo 2020 Site","","1","","MAG 5 BOULEVARD"
"0120221020002071","2023-12-04 10:56:41","2023-11-20 00:00:00","2024-11-19 00:00:00","Renewed","Al Suq Al Kabeer","175000","175000","Non Free Hold","20.75","Unit","Shop","","Commercial","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","","2","",""
"0120221020002071","2023-12-04 10:56:41","2023-11-20 00:00:00","2024-11-19 00:00:00","Renewed","Al Suq Al Kabeer","175000","175000","Non Free Hold","12.68","Unit","Shop","","Commercial","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","","2","",""
"0120221024003221","2023-12-04 16:55:45","2023-11-30 00:00:00","2024-11-29 00:00:00","Renewed","Wadi Al Safa 3","26000","26000","Free Hold","31.37","Unit","Flat","","Residential","","","IMG World Adventures","","1","",""
"0120221028001181","2023-12-04 13:53:52","2023-11-03 00:00:00","2024-11-02 00:00:00","Renewed","Al Karama","77399","77399","Non Free Hold","136.75","Unit","Flat","","Residential","ADCB Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120221029000639","2023-12-04 11:20:51","2023-11-01 00:00:00","2024-10-31 00:00:00","Renewed","Al Warsan First","35000","35000","Free Hold","67","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120221031003183","2023-12-04 20:30:17","2023-12-03 00:00:00","2024-12-02 00:00:00","Renewed","Wadi Al Safa 7","120000","120000","Free Hold","172.5","Villa","Villa","2","Residential","","","Hamdan Sports Complex","","1","","SERENA BELLA CASA"
"0120221102001880","2023-12-04 13:45:30","2023-11-08 00:00:00","2024-11-07 00:00:00","Renewed","Al Karama","53000","53000","Non Free Hold","124.49","Unit","Flat","","Residential","ADCB Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120221108003004","2023-12-04 13:26:03","2023-12-01 00:00:00","2024-11-30 00:00:00","Renewed","Al Qusais Industrial Second","170000","170000","Non Free Hold","405.3","Unit","Complex Warehouse","","Commercial","Airport Free Zone","City Centre Mirdif","Dubai International Airport","","1","",""
"0120221108005109","2023-12-04 10:46:55","2023-11-26 00:00:00","2024-11-25 00:00:00","Renewed","Al Murqabat","85000","85000","Non Free Hold","108","Unit","Flat","","Residential","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120221109001553","2023-12-04 11:50:35","2023-11-25 00:00:00","2024-11-24 00:00:00","Renewed","Al Hamriya","54000","54000","Non Free Hold","88.31","Unit","Flat","","Residential","Burjuman Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120221110001623","2023-12-04 18:31:09","2023-12-01 00:00:00","2024-11-30 00:00:00","Renewed","Al Murqabat","75000","75000","Non Free Hold","26.48","Unit","Shop","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120221110005799","2023-12-04 13:59:28","2023-11-10 00:00:00","2024-11-09 00:00:00","Renewed","Al Barsha South Fourth","59000","59000","Free Hold","69.55","Unit","Flat","","Residential","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","","1","",""
"0120221112001269","2023-12-04 07:58:03","2023-11-15 00:00:00","2024-11-14 00:00:00","Renewed","Al Ras","24200","24200","Non Free Hold","24","Unit","Flat","","Residential","Al Ras Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120221115003656","2023-12-04 11:06:07","2023-11-15 00:00:00","2024-11-14 00:00:00","Renewed","Business Bay","42000","42000","Free Hold","21","Virtual Unit","Office","","Commercial","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","","1","","BAY SQUARE"
"0120221116003840","2023-12-04 21:53:24","2023-12-06 00:00:00","2024-12-05 00:00:00","Renewed","Burj Khalifa","115000","115000","Free Hold","92.28","Unit","Flat","","Residential","Business Bay Metro Station","Dubai Mall","Downtown Dubai","","1","","DT 1"
"0120221118003895","2023-12-04 11:13:38","2023-11-25 00:00:00","2024-11-24 00:00:00","Renewed","Al Warsan First","25000","25000","Free Hold","44","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"0120221119001601","2023-12-04 17:56:59","2023-11-20 00:00:00","2024-11-19 00:00:00","Renewed","Naif","22000","22000","Non Free Hold","1","Unit","Flat","","Residential","Baniyas Square Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120221120000588","2023-12-04 14:17:58","2023-12-01 00:00:00","2024-11-30 00:00:00","Renewed","Al Suq Al Kabeer","70000","70000","Non Free Hold","35.8","Unit","Shop","","Commercial","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120221121006272","2023-12-04 20:17:00","2023-11-20 00:00:00","2024-11-19 00:00:00","Renewed","Al Mararr","35000","35000","Non Free Hold","43.48","Unit","Flat","","Residential","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","1","",""
"0120221121006968","2023-12-04 16:30:41","2023-11-21 00:00:00","2024-11-20 00:00:00","Renewed","Marsa Dubai","72000","72000","Free Hold","67.17","Unit","Flat","","Residential","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","","1","",""
"0120221122001174","2023-12-04 11:17:37","2023-11-25 00:00:00","2024-11-24 00:00:00","Renewed","Al Nahda Second","37000","37000","Non Free Hold","100","Unit","Flat","","Residential","Al Nahda Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120221122004540","2023-12-04 19:58:47","2023-11-28 00:00:00","2024-11-27 00:00:00","Renewed","Madinat Hind 4","65000","65000","Free Hold","112.24","Villa","Villa","3","Residential","","","","","1","","DAMAC HILLS (2) - AQUILEGIA "
"0120221123001921","2023-12-04 19:08:30","2023-11-26 00:00:00","2024-11-25 00:00:00","Renewed","Oud Metha","65000","65000","Non Free Hold","102.66","Unit","Flat","","Residential","Healthcare City Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120221123004548","2023-12-04 09:51:43","2023-12-01 00:00:00","2024-11-30 00:00:00","Renewed","Mirdif","128000","128000","Non Free Hold","301","Villa","Complex Villas","","Residential","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"0120221123005047","2023-12-04 10:00:25","2023-12-01 00:00:00","2024-11-30 00:00:00","Renewed","Oud Metha","58000","58000","Non Free Hold","102.19","Unit","Flat","","Residential","Healthcare City Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120221125001441","2023-12-04 17:47:42","2023-11-30 00:00:00","2024-11-29 00:00:00","Renewed","Al Ras","57750","57750","Non Free Hold","77.67","Unit","Flat","","Residential","Al Ras Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120221125003975","2023-12-04 14:52:00","2023-12-02 00:00:00","2024-12-01 00:00:00","Renewed","Al Nahda First","94000","94000","Non Free Hold","143.78","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120221126000252","2023-12-04 17:07:29","2024-01-01 00:00:00","2024-12-31 00:00:00","Renewed","Al Mararr","30000","30000","Non Free Hold","25.83","Unit","Flat","","Residential","Baniyas Square Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120221126000340","2023-12-04 10:59:28","2023-12-06 00:00:00","2024-12-05 00:00:00","Renewed","Al Hebiah First","57750","57750","Free Hold","87.61","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","","1","",""
"0120221126000517","2023-12-04 16:44:35","2023-12-01 00:00:00","2024-11-30 00:00:00","Renewed","Al Hebiah Fourth","60000","60000","Free Hold","102.06","Unit","Flat","","Residential","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","","1","","ROYALE RESIDENCE2"
"0120221126001217","2023-12-04 13:34:37","2023-11-06 00:00:00","2024-11-05 00:00:00","Renewed","Al Suq Al Kabeer","56000","56000","Non Free Hold","91","Unit","Flat","","Residential","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120221128005518","2023-12-04 17:00:26","2023-12-04 00:00:00","2024-12-03 00:00:00","Renewed","Al Qusais First","39899","39899","Non Free Hold","95.69","Unit","Flat","","Residential","Airport Free Zone","City Centre Mirdif","Dubai International Airport","","1","",""
"0120221129003201","2023-12-04 16:48:07","2023-11-18 00:00:00","2024-11-17 00:00:00","Renewed","Al Warsan First","23000","23000","Free Hold","46","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"0120221130001976","2023-12-04 14:57:37","2023-12-05 00:00:00","2024-12-04 00:00:00","Renewed","Wadi Al Safa 7","290000","290000","Free Hold","483.22","Villa","Villa","4","Residential","","","Motor City","","1","","ARABIAN RANCHES - PALMA COMMUNITY"
"0120221130002319","2023-12-04 16:09:34","2023-12-06 00:00:00","2024-12-05 00:00:00","Renewed","Hor Al Anz","31999","31999","Non Free Hold","78.97","Unit","Flat","","Residential","Abu Hail Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120221130004037","2023-12-04 16:50:37","2023-12-06 00:00:00","2024-06-05 00:00:00","Renewed","Ras Al Khor Industrial Third","22049.5","44099","Non Free Hold","82.68","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120221130004153","2023-12-04 17:33:08","2023-12-05 00:00:00","2024-12-04 00:00:00","Renewed","Ras Al Khor Industrial Third","42000","42000","Non Free Hold","78.64","Unit","Flat","","Residential","Creek Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120221201000068","2023-12-04 15:25:09","2023-12-07 00:00:00","2024-06-06 00:00:00","Renewed","Jabal Ali First","37500","75000","Free Hold","150.85","Unit","Flat","","Residential","","","","","1","",""
"0120221202000192","2023-12-04 17:03:58","2024-01-01 00:00:00","2024-12-31 00:00:00","Renewed","Al Qusais Industrial Fifth","58700","58700","Non Free Hold","129.93","Unit","Flat","","Residential","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120221203000055","2023-12-04 13:37:27","2024-01-01 00:00:00","2024-12-31 00:00:00","Renewed","Al Qusais Industrial Fifth","47000","47000","Non Free Hold","101.95","Unit","Flat","","Residential","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120221203000092","2023-12-04 18:24:38","2023-12-09 00:00:00","2024-12-08 00:00:00","Renewed","Al Karama","59000","59000","Non Free Hold","78.1","Unit","Flat","","Residential","ADCB Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120221204000110","2023-12-04 12:06:13","2023-12-06 00:00:00","2024-12-05 00:00:00","Renewed","Al Qusais First","33809","33809","Non Free Hold","57.6","Unit","Flat","","Residential","Airport Free Zone","City Centre Mirdif","Dubai International Airport","","1","",""
"0120221204000494","2023-12-04 14:40:53","2023-12-07 00:00:00","2024-12-06 00:00:00","Renewed","Al Karama","45999","45999","Non Free Hold","69.68","Unit","Flat","","Residential","ADCB Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120221204000562","2023-12-04 10:56:26","2023-12-23 00:00:00","2024-12-22 00:00:00","Renewed","Mankhool","99000","99000","Non Free Hold","191.38","Unit","Flat","","Residential","Burjuman Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120221205002286","2023-12-04 12:40:00","2023-12-10 00:00:00","2024-12-09 00:00:00","Renewed","Jabal Ali First","75000","75000","Free Hold","150","Unit","Flat","","Residential","","","","","1","",""
"0120221207005590","2023-12-04 18:51:54","2023-12-15 00:00:00","2024-12-14 00:00:00","Renewed","Al Murqabat","46000","46000","Non Free Hold","64.1","Unit","Flat","","Residential","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120221209004542","2023-12-04 15:04:45","2023-12-16 00:00:00","2024-12-15 00:00:00","Renewed","Jabal Ali First","34999","34999","Free Hold","45","Unit","Flat","","Residential","","","","","1","",""
"0120221210001158","2023-12-04 14:12:25","2023-12-16 00:00:00","2024-12-15 00:00:00","Renewed","Al Karama","43999","43999","Non Free Hold","91.97","Unit","Flat","","Residential","ADCB Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120221211000369","2023-12-04 17:06:20","2024-01-01 00:00:00","2024-12-31 00:00:00","Renewed","Al Qusais Industrial Fifth","39000","39000","Non Free Hold","73.79","Unit","Flat","","Residential","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120221212005479","2023-12-04 18:38:44","2023-12-19 00:00:00","2024-12-18 00:00:00","Renewed","Muhaisanah Fourth","42999","42999","Non Free Hold","100.24","Unit","Flat","","Residential","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120221213001991","2023-12-04 15:31:43","2023-12-19 00:00:00","2024-12-18 00:00:00","Renewed","Al Nahda First","62000","62000","Non Free Hold","96.69","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120221213003463","2023-12-04 13:47:54","2023-12-18 00:00:00","2024-12-17 00:00:00","Renewed","Al Hudaiba","65099","65099","Non Free Hold","118.91","Unit","Flat","","Residential","Al Jafiliya Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120221214000571","2023-12-04 21:42:35","2023-12-15 00:00:00","2024-12-14 00:00:00","Renewed","Burj Khalifa","330000","330000","Free Hold","134.94","Unit","Flat","","Residential","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","","1","","Vida Dubai Mall"
"0120221214000571","2023-12-04 21:42:35","2023-12-15 00:00:00","2024-12-14 00:00:00","Renewed","Burj Khalifa","330000","330000","Free Hold","134.94","Unit","Flat","","Residential","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","","1","","THE ADDRESS RESIDENCE FOUNTAIN VIEWS II"
"0120221214000571","2023-12-04 21:42:35","2023-12-15 00:00:00","2024-12-14 00:00:00","Renewed","Burj Khalifa","330000","330000","Free Hold","134.94","Unit","Flat","","Residential","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","","1","","The Address Residence-Fountain Views"
"0120221214000571","2023-12-04 21:42:35","2023-12-15 00:00:00","2024-12-14 00:00:00","Renewed","Burj Khalifa","330000","330000","Free Hold","134.94","Unit","Flat","","Residential","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","","1","","THE ADDRESS RESIDENCE FOUNTAIN VIEWS III"
"0120221214000571","2023-12-04 21:42:35","2023-12-15 00:00:00","2024-12-14 00:00:00","Renewed","Burj Khalifa","330000","330000","Free Hold","134.94","Unit","Flat","","Residential","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","","1","","Boulevard Point"
"0120221214004068","2023-12-04 12:21:43","2023-12-21 00:00:00","2024-12-20 00:00:00","Renewed","Al Barsha First","51449","51449","Free Hold","56.99","Unit","Flat","","Residential","Dubai Internet City","Mall of the Emirates","Burj Al Arab","","1","",""
"0120221214005208","2023-12-04 16:58:19","2023-12-20 00:00:00","2024-12-19 00:00:00","Renewed","Ras Al Khor Industrial Third","66000","66000","Non Free Hold","124.46","Unit","Flat","","Residential","Creek Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120221217000534","2023-12-04 16:36:05","2023-12-23 00:00:00","2024-12-22 00:00:00","Renewed","Al Goze Fourth","44000","44000","Non Free Hold","67.35","Unit","Flat","","Residential","Noor Bank Metro Station","Dubai Mall","Downtown Dubai","","1","",""
"0120221218000629","2023-12-04 13:08:46","2023-12-23 00:00:00","2024-06-22 00:00:00","Renewed","Jabal Ali First","23099.5","46199","Free Hold","80","Unit","Flat","","Residential","","","","","1","",""
"0120221220001941","2023-12-04 14:10:45","2024-01-01 00:00:00","2024-12-31 00:00:00","Renewed","Al Hudaiba","130000","130000","Non Free Hold","192.31","Unit","Flat","","Residential","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120221220003123","2023-12-04 14:47:09","2023-12-26 00:00:00","2024-12-25 00:00:00","Renewed","Madinat Dubai Almelaheyah","56500","56500","Non Free Hold","84.11","Unit","Flat","","Residential","Al Jafiliya Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120221221003994","2023-12-04 14:22:58","2023-12-26 00:00:00","2024-12-25 00:00:00","Renewed","Ras Al Khor Industrial Third","35999","35999","Non Free Hold","57.41","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120221222000448","2023-12-04 13:51:31","2023-12-28 00:00:00","2024-06-27 00:00:00","Renewed","Al Karama","28500","57000","Non Free Hold","93.46","Unit","Flat","","Residential","Oud Metha Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120221222004698","2023-12-04 12:45:24","2023-12-27 00:00:00","2024-12-26 00:00:00","Renewed","Al Karama","77399","77399","Non Free Hold","120.7","Unit","Flat","","Residential","ADCB Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120221224000955","2023-12-04 17:42:24","2023-12-31 00:00:00","2024-12-30 00:00:00","Renewed","Al Qusais Industrial Fifth","46000","46000","Non Free Hold","112.03","Unit","Flat","","Residential","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120221224001227","2023-12-04 16:01:32","2024-01-01 00:00:00","2024-12-31 00:00:00","Renewed","Al Mararr","30000","30000","Non Free Hold","25.55","Unit","Flat","","Residential","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","1","",""
"0120221227001579","2023-12-04 15:53:36","2023-12-31 00:00:00","2024-12-30 00:00:00","Renewed","Jabal Ali First","34999","34999","Free Hold","45","Unit","Flat","","Residential","","","","","1","",""
"0120221227004020","2023-12-04 14:05:44","2024-01-02 00:00:00","2025-01-01 00:00:00","Renewed","Ras Al Khor Industrial Third","41500","41500","Non Free Hold","78.76","Unit","Flat","","Residential","Creek Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120221228001654","2023-12-04 14:54:41","2024-01-03 00:00:00","2025-01-02 00:00:00","Renewed","Al Bada","194999","194999","Non Free Hold","278.71","Villa","Complex Villas","","Residential","Financial Centre","Dubai Mall","Burj Khalifa","1","1","",""
"0120221229000608","2023-12-04 15:11:12","2024-01-02 00:00:00","2025-01-01 00:00:00","Renewed","Madinat Dubai Almelaheyah","59000","59000","Non Free Hold","84.39","Unit","Flat","","Residential","Al Jafiliya Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120221229000641","2023-12-04 13:43:04","2024-01-02 00:00:00","2025-01-01 00:00:00","Renewed","Al Qusais Industrial Fifth","58700","58700","Non Free Hold","129.65","Unit","Flat","","Residential","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120221229005060","2023-12-04 16:19:35","2024-01-01 00:00:00","2024-12-31 00:00:00","Renewed","Al Nahda Second","40000","40000","Non Free Hold","75","Unit","Flat","","Residential","Al Nahda Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120230113001411","2023-12-04 09:25:07","2023-12-20 00:00:00","2024-12-19 00:00:00","Renewed","Al Buteen","48000","48000","Non Free Hold","69.68","Unit","Office","","Commercial","Al Ras Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120230116004637","2023-12-04 18:46:08","2024-01-16 00:00:00","2025-01-15 00:00:00","Renewed","Al Qusais Industrial Fourth","32000","32000","Non Free Hold","64","Unit","Flat","","Residential","Airport Free Zone","City Centre Mirdif","Dubai International Airport","","1","",""
"0120230126000410","2023-12-04 14:05:53","2024-02-29 00:00:00","2025-02-28 00:00:00","Renewed","Wadi Al Safa 2","47000","47000","Free Hold","68.68","Unit","Flat","","Residential","","","IMG World Adventures","","1","",""
"0120230208002877","2023-12-04 10:08:21","2023-11-01 00:00:00","2024-10-31 00:00:00","Renewed","Al Barsha South Fourth","50000","50000","Free Hold","82.54","Unit","Flat","","Residential","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","","1","","KNIGHT BRIDGE COURT & KENSNGTON MANOR"
"0120230220002448","2023-12-04 15:39:41","2023-12-12 00:00:00","2024-12-11 00:00:00","Renewed","Business Bay","55128","55128","Free Hold","43.51","Unit","Flat","","Residential","Business Bay Metro Station","Dubai Mall","Downtown Dubai","","1","","Bayz Tower"
"0120231204000011","2023-12-04 08:51:56","2023-12-01 00:00:00","2024-11-30 00:00:00","New","Al Ras","43700","43700","Non Free Hold","23","Unit","Studio ","","Residential","Al Ras Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120231204000013","2023-12-04 08:58:14","2023-12-15 00:00:00","2025-12-14 00:00:00","New","Nadd Hessa","171000","85500","Free Hold","128.24","Unit","Office","","Commercial","","","IMG World Adventures","","1","",""
"0120231204000017","2023-12-04 09:08:19","2023-09-27 00:00:00","2024-09-26 00:00:00","New","Business Bay","163000","163000","Free Hold","162.29","Unit","Flat","","Residential","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","","1","","LA RESIDENCE 3 AT THE LOTUS"
