Ejari Contract Number,Registration Date,Start Date,End Date,Version,Area,Contract Amount,Annual Amount,Is Free Hold?,Property Size (sq.m),Property Type,Property Sub Type,Number of Rooms,Usage,Nearest Metro,Nearest Mall,Nearest Landmark,Parking,No of Units,Master Project,Project
"0120180815002938","2023-08-20 14:48:57","2023-08-22 00:00:00","2024-08-21 00:00:00","Renewed","Al Qusais First","28600","28600","Non Free Hold","57.6","Unit","Flat","","Residential","Airport Free Zone","City Centre Mirdif","Dubai International Airport","","1","",""
"0120180826002944","2023-08-20 09:43:39","2023-07-05 00:00:00","2024-07-04 00:00:00","Renewed","Al Baraha","20000","20000","Non Free Hold","1","Unit","Flat","","Residential","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120180828000166","2023-08-20 14:55:15","2023-09-20 00:00:00","2024-09-19 00:00:00","Renewed","Al Barsha First","78750","78750","Non Free Hold","148.63","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","","1","",""
"0120180829002746","2023-08-20 10:26:23","2023-09-05 00:00:00","2024-09-04 00:00:00","Renewed","Al Raffa","41000","41000","Non Free Hold","1","Unit","Flat","","Residential","Al Fahidi Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120180908000894","2023-08-20 14:27:26","2023-09-15 00:00:00","2024-09-14 00:00:00","Renewed","Wadi Al Safa 5","42000","42000","Free Hold","88.66","Unit","Flat","","Residential","","","IMG World Adventures","","1","",""
"0120181001000382","2023-08-20 09:35:09","2023-08-28 00:00:00","2024-08-27 00:00:00","Renewed","Naif","65000","65000","Non Free Hold","110.64","Unit","Flat","","Residential","Baniyas Square Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120190120002442","2023-08-20 15:20:16","2023-08-20 00:00:00","2023-11-19 00:00:00","Renewed","Ras Al Khor Industrial Third","10450","41800","Non Free Hold","91.88","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120190408002781","2023-08-20 14:46:03","2023-07-01 00:00:00","2024-06-30 00:00:00","Renewed","Naif","200000","200000","Non Free Hold","75","Unit","Shop","","Commercial","Baniyas Square Metro Station","Dubai Mall","Dubai International Airport","","2","",""
"0120190408002781","2023-08-20 14:46:03","2023-07-01 00:00:00","2024-06-30 00:00:00","Renewed","Naif","200000","200000","Non Free Hold","75","Unit","Shop","","Commercial","Baniyas Square Metro Station","Dubai Mall","Dubai International Airport","","2","",""
"0120190512001760","2023-08-20 10:02:25","2023-08-30 00:00:00","2024-08-29 00:00:00","Renewed","Al Muteena","95000","95000","Non Free Hold","129.14","Unit","Office","","Commercial","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120190514002146","2023-08-20 12:02:24","2023-07-31 00:00:00","2024-07-30 00:00:00","Renewed","Al Dhagaya","48000","48000","Non Free Hold","37.16","Unit","Flat","","Residential","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","1","",""
"0120190617003217","2023-08-20 18:58:12","2023-08-20 00:00:00","2024-08-19 00:00:00","Renewed","Al Mararr","25500","25500","Non Free Hold","30.29","Unit","Flat","","Residential","Baniyas Square Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120190618002311","2023-08-20 14:25:27","2023-08-20 00:00:00","2024-08-19 00:00:00","Renewed","Saih Shuaib 2","40000","40000","Free Hold","57.03","Unit","Flat","","Residential","","","Dubai Parks and Resorts","","1","","SPARK"
"0120190629000161","2023-08-20 18:36:04","2023-09-01 00:00:00","2024-08-31 00:00:00","Renewed","Al Mararr","21850","21850","Non Free Hold","22","Unit","Flat","","Residential","Baniyas Square Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120190713000700","2023-08-20 08:59:01","2023-09-15 00:00:00","2024-09-14 00:00:00","Renewed","Al Murqabat","41400","41400","Non Free Hold","65.03","Unit","Flat","","Residential","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120190715001883","2023-08-20 09:26:45","2023-07-16 00:00:00","2024-07-15 00:00:00","Renewed","Al Thanyah First","55000","55000","Free Hold","109.85","Unit","Flat","","Residential","Dubai Internet City","Mall of the Emirates","Burj Al Arab","","1","","TWO TOWERS"
"0120190716004162","2023-08-20 11:31:06","2023-08-24 00:00:00","2024-08-23 00:00:00","Renewed","Al Barshaa South Third","42000","42000","Free Hold","71.72","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","","1","",""
"0120190720000327","2023-08-20 13:13:07","2023-07-27 00:00:00","2024-07-26 00:00:00","Renewed","Al Baraha","28000","28000","Non Free Hold","31.22","Unit","Flat","","Residential","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","1","",""
"0120190730001759","2023-08-20 08:56:41","2023-08-06 00:00:00","2024-08-05 00:00:00","Renewed","Al Thanyah Fifth","92450","92450","Free Hold","197.83","Unit","Flat","","Residential","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","","1","",""
"0120190804003539","2023-08-20 10:30:31","2023-08-10 00:00:00","2024-08-09 00:00:00","Renewed","Hor Al Anz East","67000","67000","Non Free Hold","0","Unit","Flat","","Residential","Abu Hail Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120190808001560","2023-08-20 16:00:43","2023-08-20 00:00:00","2024-08-19 00:00:00","Renewed","Al Qusais Second","56000","56000","Non Free Hold","102.19","Unit","Flat","","Residential","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120190817000195","2023-08-20 11:20:47","2023-09-03 00:00:00","2024-09-02 00:00:00","Renewed","Al Nahda First","50000","50000","Non Free Hold","124.36","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120190820000865","2023-08-20 19:53:34","2023-08-25 00:00:00","2024-08-24 00:00:00","Renewed","Al Mararr","20700","20700","Non Free Hold","32.33","Unit","Flat","","Residential","Baniyas Square Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120190821001802","2023-08-20 16:41:48","2023-09-01 00:00:00","2024-08-31 00:00:00","Renewed","Al Goze First","43000","43000","Non Free Hold","89.22","Unit","Flat","","Residential","Business Bay Metro Station","Dubai Mall","Downtown Dubai","","1","",""
"0120190825001684","2023-08-20 17:11:38","2023-08-17 00:00:00","2024-08-16 00:00:00","Renewed","Eyal Nasser","65000","65000","Non Free Hold","30","Unit","Shop","","Commercial","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","1","",""
"0120200518000539","2023-08-20 12:00:28","2023-07-15 00:00:00","2024-07-14 00:00:00","Renewed","Al Mararr","21850","21850","Non Free Hold","32.14","Unit","Flat","","Residential","Baniyas Square Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120200531000938","2023-08-20 11:32:13","2023-08-10 00:00:00","2024-08-09 00:00:00","Renewed","Al Dhagaya","50000","50000","Non Free Hold","37.16","Unit","Flat","","Residential","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","1","",""
"0120200625000994","2023-08-20 09:12:55","2023-09-01 00:00:00","2024-08-31 00:00:00","Renewed","Al Murqabat","40250","40250","Non Free Hold","0","Unit","Flat","","Residential","Abu Baker Al Siddique Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120200625001523","2023-08-20 10:14:32","2023-08-25 00:00:00","2024-08-24 00:00:00","Renewed","Naif","28000","28000","Non Free Hold","25","Unit","Office","","Commercial","Baniyas Square Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120200628000649","2023-08-20 10:42:35","2023-08-01 00:00:00","2024-07-31 00:00:00","Renewed","Al Suq Al Kabeer","40000","40000","Non Free Hold","29.08","Unit","Shop","","Commercial","Al Fahidi Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120200719000202","2023-08-20 08:46:03","2023-07-24 00:00:00","2024-07-23 00:00:00","Renewed","Al Qusais Industrial Fourth","50000","50000","Free Hold","97.85","Unit","Flat","","Residential","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120200719003111","2023-08-20 13:34:54","2023-08-28 00:00:00","2024-01-27 00:00:00","Renewed","Al Nahda First","25000","60000","Non Free Hold","117.85","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120200721001137","2023-08-20 14:27:27","2023-08-20 00:00:00","2024-08-19 00:00:00","Renewed","Al Hudaiba","105000","105000","Non Free Hold","199","Unit","Flat","","Residential","Al Jafiliya Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120200723001330","2023-08-20 12:22:53","2023-08-21 00:00:00","2024-08-20 00:00:00","Renewed","Al Goze Third","10000","10000","Non Free Hold","85","Unit","Office","","Commercial","Noor Bank Metro Station","Dubai Mall","Downtown Dubai","","1","",""
"0120200725000587","2023-08-20 12:50:03","2023-08-25 00:00:00","2024-08-24 00:00:00","Renewed","Al Jadaf","100000","100000","Non Free Hold","175.8","Unit","Flat","","Residential","Al Jadaf Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120200725001542","2023-08-20 13:36:00","2023-08-25 00:00:00","2024-08-24 00:00:00","Renewed","Ras Al Khor Industrial Third","41800","41800","Non Free Hold","86.68","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120200726002390","2023-08-20 11:34:42","2023-09-15 00:00:00","2024-09-14 00:00:00","Renewed","Al Sabkha","31000","31000","Non Free Hold","22.5","Unit","Studio ","","Residential","Baniyas Square Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120200727002903","2023-08-20 14:49:08","2023-08-27 00:00:00","2024-08-26 00:00:00","Renewed","Al Qusais First","36750","36750","Non Free Hold","95.69","Unit","Flat","","Residential","Airport Free Zone","City Centre Mirdif","Dubai International Airport","","1","",""
"0120200729000721","2023-08-20 17:48:06","2023-08-28 00:00:00","2024-08-27 00:00:00","Renewed","Jabal Ali First","28589","28589","Free Hold","45","Unit","Flat","","Residential","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","","1","",""
"0120200805000555","2023-08-20 10:36:50","2023-08-25 00:00:00","2024-08-24 00:00:00","Renewed","Warsan Fourth","30000","30000","Free Hold","64","Unit","Flat","","","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"0120200808001446","2023-08-20 17:43:25","2023-08-15 00:00:00","2024-08-14 00:00:00","Renewed","Al Thanyah First","66000","66000","Free Hold","102.19","Unit","Flat","","Residential","Dubai Internet City","Mall of the Emirates","Burj Al Arab","","1","",""
"0120200809002523","2023-08-20 13:51:19","2023-08-10 00:00:00","2023-11-09 00:00:00","Renewed","Muhaisanah Fourth","8250","33000","Non Free Hold","99.41","Unit","Flat","","Residential","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120200811003564","2023-08-20 11:32:12","2023-08-20 00:00:00","2024-08-19 00:00:00","Renewed","Naif","65000","65000","Non Free Hold","1019","Unit","Flat","","Residential","Baniyas Square Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120200815000521","2023-08-20 13:26:59","2023-09-01 00:00:00","2024-08-31 00:00:00","Renewed","Al Qusais First","38000","38000","Non Free Hold","7.2","Unit","Flat","","Residential","Al Nahda Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120200816002701","2023-08-20 16:40:01","2023-09-01 00:00:00","2024-08-31 00:00:00","Renewed","Al Barsha First","46000","46000","Non Free Hold","67","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","","1","",""
"0120200818003641","2023-08-20 12:30:50","2023-09-01 00:00:00","2024-08-31 00:00:00","Renewed","Wadi Al Safa 5","37400","37400","Free Hold","91.01","Unit","Flat","","Residential","","","IMG World Adventures","","1","",""
"0120200819003313","2023-08-20 09:42:13","2023-08-28 00:00:00","2024-08-27 00:00:00","Renewed","Al Thanyah First","90200","90200","Free Hold","144","Unit","Flat","","Residential","Dubai Internet City","Mall of the Emirates","Burj Al Arab","","1","","TWO TOWERS"
"0120200827000155","2023-08-20 14:06:19","2023-08-25 00:00:00","2024-08-24 00:00:00","Renewed","Mirdif","120000","120000","Non Free Hold","241","Villa","Complex Villas","","Residential","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","2","1","",""
"0120200827003967","2023-08-20 13:36:19","2023-09-01 00:00:00","2024-08-31 00:00:00","Renewed","Naif","45000","45000","Non Free Hold","77.9","Unit","Flat","","Residential","Union Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120200829001379","2023-08-20 12:38:34","2023-09-01 00:00:00","2024-08-31 00:00:00","Renewed","Al Jadaf","56400","56400","Non Free Hold","81.65","Unit","Flat","","Residential","Al Jadaf Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120200831003132","2023-08-20 14:06:09","2023-08-24 00:00:00","2024-08-23 00:00:00","Renewed","Al Karama","55200","55200","Non Free Hold","129.88","Unit","Flat","","Residential","ADCB Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120200905000317","2023-08-20 12:22:28","2023-09-10 00:00:00","2024-09-09 00:00:00","Renewed","Nadd Hessa","27500","27500","Free Hold","44","Unit","Flat","","Residential","","","IMG World Adventures","","1","",""
"0120200926000748","2023-08-20 16:33:36","2023-10-10 00:00:00","2024-10-09 00:00:00","Renewed","Al Barsha First","33000","33000","Non Free Hold","25","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","","1","",""
"0120201013003779","2023-08-20 13:51:30","2023-09-14 00:00:00","2024-09-13 00:00:00","Renewed","Al Wasl","187425","187425","Non Free Hold","350.06","Villa","Villa","","Residential","Business Bay Metro Station","Dubai Mall","Burj Khalifa","2","1","",""
"0120210128005236","2023-08-20 09:48:48","2023-09-10 00:00:00","2024-06-09 00:00:00","Renewed","Al Raffa","31350","41800","Non Free Hold","1","Unit","Flat","","Residential","Al Fahidi Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120210405002450","2023-08-20 20:26:13","2023-03-10 00:00:00","2024-03-09 00:00:00","Renewed","Al Mararr","30500","30500","Non Free Hold","320","Unit","Flat","","Residential","Baniyas Square Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120210426003067","2023-08-20 11:57:04","2023-07-01 00:00:00","2024-06-30 00:00:00","Renewed","Wadi Al Safa 5","46000","46000","Free Hold","116.27","Unit","Flat","","Residential","","","","","1","",""
"0120210428001213","2023-08-20 15:21:49","2023-05-01 00:00:00","2024-04-30 00:00:00","Renewed","Naif","18500","18500","Non Free Hold","11.45","Unit","Flat","","Residential","Baniyas Square Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120210511000587","2023-08-20 10:16:24","2023-08-01 00:00:00","2024-07-31 00:00:00","Renewed","Mankhool","52800","52800","Non Free Hold","89.5","Unit","Flat","","Residential","Burjuman Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120210515000008","2023-08-20 12:49:19","2023-08-20 00:00:00","2024-08-19 00:00:00","Renewed","Nadd Hessa","29000","29000","Free Hold","47.02","Unit","Flat","","Residential","","","IMG World Adventures","","1","","AXIS RESIDENCES 20"
"0120210520000745","2023-08-20 14:27:14","2023-08-11 00:00:00","2024-08-10 00:00:00","Renewed","Al Karama","48300","48300","Non Free Hold","91.97","Unit","Flat","","Residential","ADCB Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120210531002617","2023-08-20 14:37:14","2023-08-20 00:00:00","2024-08-19 00:00:00","Renewed","Al Nahda Second","84000","84000","Non Free Hold","163.11","Unit","Office","","Commercial","Al Nahda Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120210601002973","2023-08-20 09:23:16","2023-08-15 00:00:00","2024-09-14 00:00:00","Renewed","Al Nahda Second","58000","58000","Non Free Hold","1","Unit","Flat","","Residential","Al Nahda Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120210606003049","2023-08-20 22:57:23","2023-06-15 00:00:00","2024-06-14 00:00:00","Renewed","Al Barsha South Fourth","40000","40000","Free Hold","65.8","Unit","Flat","","Residential","","","","","1","",""
"0120210606003592","2023-08-20 11:41:40","2023-08-07 00:00:00","2024-09-06 00:00:00","Renewed","Mankhool","50000","50000","Non Free Hold","571.44","Unit","Flat","","Residential","Burjuman Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120210609003882","2023-08-20 13:19:24","2023-08-16 00:00:00","2024-08-15 00:00:00","Renewed","Al Barsha South Fourth","71662.5","71662.5","Free Hold","125.77","Unit","Flat","","Residential","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","","1","","SANDHURST HOUSE"
"0120210614003797","2023-08-20 22:50:09","2023-07-01 00:00:00","2024-06-30 00:00:00","Renewed","Al Barsha South Fourth","39000","39000","Free Hold","66.2","Unit","Flat","","Residential","","","","","1","",""
"0120210616000834","2023-08-20 11:45:28","2023-08-20 00:00:00","2024-08-19 00:00:00","Renewed","Warsan Fourth","32000","32000","Free Hold","69.1","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"0120210617001611","2023-08-20 11:26:47","2023-08-16 00:00:00","2024-08-15 00:00:00","Renewed","Warsan Fourth","20700","20700","Free Hold","34.8","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"0120210627000329","2023-08-20 11:55:32","2023-09-01 00:00:00","2024-08-31 00:00:00","Renewed","Warsan Fourth","34100","34100","Free Hold","64.7","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"0120210627001485","2023-08-20 09:24:11","2023-08-10 00:00:00","2024-08-09 00:00:00","Renewed","Mankhool","53550","53550","Non Free Hold","97.65","Unit","Flat","","Residential","Burjuman Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120210706000277","2023-08-20 14:48:54","2023-08-12 00:00:00","2024-08-11 00:00:00","Renewed","Al Qusais First","76000","76000","Non Free Hold","146","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120210706001256","2023-08-20 18:02:05","2023-08-06 00:00:00","2024-08-05 00:00:00","Renewed","Jabal Ali First","53130","53130","Free Hold","94","Unit","Flat","","Residential","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Sports City Swimming Academy","","1","",""
"0120210707000119","2023-08-20 08:40:56","2023-08-08 00:00:00","2024-08-07 00:00:00","Renewed","Al Qusais Industrial Fourth","36000","36000","Free Hold","76.25","Unit","Flat","","Residential","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120210707000241","2023-08-20 13:15:33","2023-08-13 00:00:00","2024-08-12 00:00:00","Renewed","Al Karama","38400","38400","Non Free Hold","63.17","Unit","Flat","","Residential","ADCB Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120210708001855","2023-08-20 21:56:44","2023-08-10 00:00:00","2024-08-09 00:00:00","Renewed","Jabal Ali First","33033","33033","Free Hold","48.92","Unit","Flat","","Residential","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Sports City Swimming Academy","","1","",""
"0120210712002790","2023-08-20 10:42:00","2023-07-29 00:00:00","2024-07-28 00:00:00","Renewed","Al Nahda Second","46000","46000","Non Free Hold","100.8","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120210712004409","2023-08-20 19:51:36","2023-08-17 00:00:00","2024-08-16 00:00:00","Renewed","Oud Metha","125000","125000","Non Free Hold","206.99","Unit","Flat","","Residential","Healthcare City Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120210713004032","2023-08-20 10:47:54","2023-08-03 00:00:00","2024-08-02 00:00:00","Renewed","Al Nahda Second","39000","39000","Non Free Hold","69.93","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120210715000328","2023-08-20 13:36:04","2023-08-21 00:00:00","2024-08-20 00:00:00","Renewed","Madinat Dubai Almelaheyah","72000","72000","Non Free Hold","135.32","Unit","Flat","","Residential","Al Jafiliya Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120210715003383","2023-08-20 10:36:18","2023-08-04 00:00:00","2024-08-03 00:00:00","Renewed","Al Nahda Second","32400","32400","Non Free Hold","75.98","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120210717000485","2023-08-20 20:00:15","2023-09-01 00:00:00","2024-08-31 00:00:00","Renewed","Mankhool","48300","48300","Non Free Hold","89.35","Unit","Flat","","Residential","Burjuman Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120210718001575","2023-08-20 11:50:43","2023-09-25 00:00:00","2024-09-24 00:00:00","Renewed","Al Barsha First","66000","66000","Non Free Hold","120","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","","1","",""
"0120210718002089","2023-08-20 13:15:51","2023-08-22 00:00:00","2024-08-21 00:00:00","Renewed","Naif","60000","60000","Non Free Hold","134.2","Unit","Flat","","Residential","Union Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120210718002604","2023-08-20 10:43:36","2023-09-01 00:00:00","2024-08-31 00:00:00","Renewed","Al Barsha First","50820","50820","Non Free Hold","73","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","","1","",""
"0120210725001853","2023-08-20 15:33:13","2023-08-24 00:00:00","2024-08-23 00:00:00","Renewed","Muhaisanah Fourth","31050","31050","Non Free Hold","59.55","Unit","Flat","","Residential","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120210725003415","2023-08-20 15:33:03","2023-08-24 00:00:00","2024-08-23 00:00:00","Renewed","Al Qusais First","49500","49500","Non Free Hold","106.88","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120210726003199","2023-08-20 14:06:15","2023-08-15 00:00:00","2024-08-14 00:00:00","Renewed","Business Bay","113300","113300","Non Free Hold","197.3","Unit","Flat","","Residential","Business Bay Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120210727003779","2023-08-20 15:59:35","2023-08-27 00:00:00","2024-08-26 00:00:00","Renewed","Port Saeed","48000","48000","Non Free Hold","0","Unit","Flat","","Residential","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120210728004158","2023-08-20 14:42:57","2023-08-20 00:00:00","2024-08-19 00:00:00","Renewed","Al Garhoud","50400","50400","Non Free Hold","70.07","Unit","Flat","","Residential","GGICO Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120210803000415","2023-08-20 14:23:12","2023-08-20 00:00:00","2024-08-19 00:00:00","Renewed","Al Qusais First","39900","39900","Non Free Hold","1","Unit","Flat","","Residential","Al Nahda Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
