Ejari Contract Number,Registration Date,Start Date,End Date,Version,Area,Contract Amount,Annual Amount,Is Free Hold?,Property Size (sq.m),Property Type,Property Sub Type,Number of Rooms,Usage,Nearest Metro,Nearest Mall,Nearest Landmark,Parking,No of Units,Master Project,Project
"0120210805001711","2023-08-20 15:12:24","2023-09-20 00:00:00","2024-09-19 00:00:00","Renewed","Al Barsha South Fourth","27600","27600","Free Hold","34.33","Unit","Studio ","","Residential","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","","1","",""
"0120210808001668","2023-08-20 09:00:37","2023-08-15 00:00:00","2024-08-14 00:00:00","Renewed","Al Thanyah Fifth","75250","75250","Free Hold","149.43","Unit","Flat","","Residential","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","","1","",""
"0120210808004185","2023-08-20 16:45:36","2023-08-25 00:00:00","2024-08-24 00:00:00","Renewed","Al Suq Al Kabeer","27500","27500","Non Free Hold","25.46","Unit","Flat","","Residential","Al Ghubaiba Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120210809000608","2023-08-20 13:15:27","2023-09-12 00:00:00","2024-09-11 00:00:00","Renewed","Al Qusais First","50500","50500","Non Free Hold","108.46","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120210809000658","2023-08-20 08:58:27","2023-08-15 00:00:00","2024-08-14 00:00:00","Renewed","Al Thanyah Fifth","92450","92450","Free Hold","197.83","Unit","Flat","","Residential","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","","1","",""
"0120210809003787","2023-08-20 17:40:13","2023-09-15 00:00:00","2024-09-14 00:00:00","Renewed","Al Barsha South Fourth","73500","73500","Free Hold","140.54","Unit","Flat","","Residential","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","","1","",""
"0120210810001842","2023-08-20 14:42:20","2023-08-15 00:00:00","2024-08-14 00:00:00","Renewed","Al Baraha","20790","20790","Non Free Hold","33.34","Unit","Office","","Commercial","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120210810002481","2023-08-20 13:51:27","2023-09-17 00:00:00","2024-09-16 00:00:00","Renewed","Al Wasl","105000","105000","Non Free Hold","127.1","Unit","Flat","","Residential","Business Bay Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120210810004911","2023-08-20 17:48:39","2023-08-13 00:00:00","2024-08-12 00:00:00","Renewed","Al Thanyah Third","50000","50000","Free Hold","82.58","Unit","Flat","","Residential","Dubai Internet City","Marina Mall","Burj Al Arab","","1","",""
"0120210811003155","2023-08-20 14:11:44","2023-09-01 00:00:00","2024-08-31 00:00:00","Renewed","Al Nahda Second","48000","48000","Non Free Hold","92.9","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120210811003155","2023-08-20 14:11:44","2023-09-01 00:00:00","2024-08-31 00:00:00","Renewed","Al Nahda Second","48000","48000","Non Free Hold","92.9","Unit","Flat","","Residential","Al Nahda Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120210811004024","2023-08-20 03:10:56","2023-10-12 00:00:00","2024-10-11 00:00:00","Renewed","Jabal Ali First","76183","76183","Free Hold","134","Unit","Flat","","Residential","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","","1","",""
"0120210814000482","2023-08-20 14:06:03","2023-09-17 00:00:00","2024-09-16 00:00:00","Renewed","Marsa Dubai","74800","74800","Free Hold","136.19","Unit","Flat","","Residential","Jumeirah Beach Resdency","Marina Mall","Burj Al Arab","","1","",""
"0120210814001693","2023-08-20 12:02:36","2023-08-25 00:00:00","2024-08-24 00:00:00","Renewed","Al Nahda Second","48400","48400","Non Free Hold","0","Unit","Flat","","Residential","Al Nahda Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120210819003870","2023-08-20 09:13:20","2023-08-20 00:00:00","2024-08-19 00:00:00","Renewed","Me'Aisem First","27500","27500","Free Hold","34.31","Unit","Flat","","Residential","Damac Properties","Marina Mall","Sports City Swimming Academy","","1","","LAKESIDE"
"0120210822004832","2023-08-20 13:16:16","2023-09-05 00:00:00","2024-09-04 00:00:00","Renewed","Al Hamriya","42900","42900","Non Free Hold","1","Unit","Flat","","Residential","Burjuman Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120210823004129","2023-08-20 10:43:13","2023-09-05 00:00:00","2024-09-04 00:00:00","Renewed","Al Muteena","28000","28000","Non Free Hold","1","Unit","Flat","","Residential","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120210823004165","2023-08-20 10:29:44","2023-09-01 00:00:00","2024-08-31 00:00:00","Renewed","Al Thanyah First","64000","64000","Free Hold","102.19","Unit","Flat","","Residential","Dubai Internet City","Mall of the Emirates","Burj Al Arab","","1","",""
"0120210824004426","2023-08-20 12:15:44","2023-09-01 00:00:00","2024-08-31 00:00:00","Renewed","Hor Al Anz East","36500","36500","Non Free Hold","59.94","Unit","Flat","","Residential","Al Qiyadah Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120210825004941","2023-08-20 10:14:19","2023-09-05 00:00:00","2024-09-04 00:00:00","Renewed","Al Suq Al Kabeer","26400","26400","Non Free Hold","16.9","Unit","Flat","","Residential","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120210825005275","2023-08-20 11:58:13","2023-09-01 00:00:00","2024-08-31 00:00:00","Renewed","Al Bada","50400","50400","Non Free Hold","60.09","Unit","Flat","","Residential","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120210826001014","2023-08-20 15:14:20","2023-09-10 00:00:00","2024-09-09 00:00:00","Renewed","Al Nahda Second","45000","45000","Non Free Hold","1","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120210827000023","2023-08-20 14:01:28","2023-10-02 00:00:00","2024-10-01 00:00:00","Renewed","Al Barsha First","100000","100000","Non Free Hold","95.69","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","","1","",""
"0120210828000973","2023-08-20 13:51:37","2023-09-15 00:00:00","2024-09-14 00:00:00","Renewed","Business Bay","90200","90200","Non Free Hold","134.48","Unit","Flat","","Residential","Business Bay Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120210828001446","2023-08-20 11:20:59","2023-09-05 00:00:00","2024-09-04 00:00:00","Renewed","Al Barshaa South Third","29000","29000","Free Hold","40.96","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","","1","",""
"0120210829004657","2023-08-20 09:57:37","2023-09-15 00:00:00","2024-09-14 00:00:00","Renewed","Hor Al Anz East","93000","93000","Non Free Hold","0","Unit","Flat","","Residential","Abu Hail Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120210830002358","2023-08-20 11:43:59","2023-09-01 00:00:00","2024-08-31 00:00:00","Renewed","Al Murqabat","80000","80000","Non Free Hold","108","Unit","Flat","","Residential","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120210901004717","2023-08-20 18:59:02","2023-10-01 00:00:00","2024-09-30 00:00:00","Renewed","Al Murqabat","52000","52000","Non Free Hold","92","Unit","Flat","","Residential","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120210902001882","2023-08-20 15:46:41","2023-09-05 00:00:00","2024-09-04 00:00:00","Renewed","Al Barshaa South Third","41000","41000","Free Hold","71.54","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","","1","",""
"0120210902003887","2023-08-20 14:33:20","2023-09-03 00:00:00","2024-09-02 00:00:00","Renewed","Wadi Al Safa 2","30030","30030","Free Hold","50.7","Unit","Flat","","Residential","","","IMG World Adventures","","1","","Q - Zone (Qpoint - Phase III) MU007"
"0120210902003887","2023-08-20 14:33:20","2023-09-03 00:00:00","2024-09-02 00:00:00","Renewed","Wadi Al Safa 2","30030","30030","Free Hold","50.7","Unit","Flat","","Residential","","","IMG World Adventures","","1","","QPOINT LIWAN- PLOT MU007"
"0120210905000549","2023-08-20 11:39:14","2023-08-01 00:00:00","2024-07-31 00:00:00","Renewed","Al Dhagaya","55000","55000","Non Free Hold","243.3","Unit","Shop","","Commercial","Al Ras Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120210912000776","2023-08-20 09:54:26","2023-10-01 00:00:00","2024-09-30 00:00:00","Renewed","Al Raffa","38500","38500","Non Free Hold","1","Unit","Flat","","Residential","Al Fahidi Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120210918000429","2023-08-20 12:40:22","2023-10-05 00:00:00","2024-10-04 00:00:00","Renewed","Al Qusais First","37500","37500","Non Free Hold","7.2","Unit","Flat","","Residential","Al Nahda Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120210918002278","2023-08-20 12:41:21","2023-09-25 00:00:00","2024-09-24 00:00:00","Renewed","Al Murqabat","70000","70000","Non Free Hold","100.06","Unit","Flat","","Residential","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120211004004686","2023-08-20 09:19:49","2023-09-01 00:00:00","2024-08-31 00:00:00","Renewed","Mankhool","30000","30000","Non Free Hold","707.75","Unit","Flat","","Residential","Burjuman Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120211030002133","2023-08-20 18:15:11","2023-11-01 00:00:00","2024-10-31 00:00:00","Renewed","Hor Al Anz East","68250","68250","Non Free Hold","146.79","Unit","Flat","","Residential","Abu Hail Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120211230001993","2023-08-20 10:43:57","2023-07-15 00:00:00","2024-07-14 00:00:00","Renewed","Jumeirah Second","95000","95000","Non Free Hold","102.9","Unit","Flat","","Residential","Business Bay Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120220127001994","2023-08-20 10:23:57","2023-01-25 00:00:00","2024-01-24 00:00:00","Renewed","Wadi Al Safa 2","55000","55000","Free Hold","115.28","Unit","Flat","","Residential","","","IMG World Adventures","","1","","Q - Zone (Qpoint - Phase III) MU007"
"0120220127001994","2023-08-20 10:23:57","2023-01-25 00:00:00","2024-01-24 00:00:00","Renewed","Wadi Al Safa 2","55000","55000","Free Hold","115.28","Unit","Flat","","Residential","","","IMG World Adventures","","1","","QPOINT LIWAN- PLOT MU007"
"0120220223001200","2023-08-20 15:18:22","2023-03-01 00:00:00","2024-02-29 00:00:00","Renewed","Naif","19000","19000","Non Free Hold","11.45","Unit","Office","","Commercial","Baniyas Square Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120220404001450","2023-08-20 11:02:52","2023-04-10 00:00:00","2024-04-09 00:00:00","Renewed","Warsan Fourth","30500","30500","Free Hold","69.87","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"0120220411004170","2023-08-20 13:49:01","2023-08-18 00:00:00","2024-08-17 00:00:00","Renewed","Al Nahda First","52500","52500","Non Free Hold","101.89","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120220507000514","2023-08-20 19:50:51","2023-05-20 00:00:00","2024-06-02 00:00:00","Renewed","Hor Al Anz East","43000","43119.78","Non Free Hold","73.3","Unit","Flat","","Residential","Abu Hail Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120220517004611","2023-08-20 12:31:48","2023-08-01 00:00:00","2024-07-31 00:00:00","Renewed","Mankhool","94500","94500","Non Free Hold","2313.24","Unit","Flat","","Residential","Al Fahidi Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120220529000397","2023-08-20 14:00:09","2023-07-01 00:00:00","2024-06-30 00:00:00","Renewed","Al Qusais Second","37000","37000","Non Free Hold","1","Unit","Flat","","Residential","Airport Free Zone","City Centre Mirdif","Dubai International Airport","","1","",""
"0120220612000265","2023-08-20 10:06:25","2023-06-20 00:00:00","2024-06-19 00:00:00","Renewed","Ras Al Khor Industrial Third","57000","57000","Free Hold","85","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120220612000302","2023-08-20 10:09:44","2023-06-20 00:00:00","2024-06-19 00:00:00","Renewed","Ras Al Khor Industrial Third","55000","55000","Free Hold","87","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120220612001133","2023-08-20 09:55:43","2023-06-21 00:00:00","2024-06-20 00:00:00","Renewed","Al Buteen","38000","38000","Non Free Hold","52.6","Unit","Flat","","Residential","Baniyas Square Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120220618000989","2023-08-20 10:27:07","2023-07-14 00:00:00","2024-07-13 00:00:00","Renewed","Al Nahda Second","39000","39000","Non Free Hold","82.4","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120220629002485","2023-08-20 11:45:19","2023-08-15 00:00:00","2024-08-14 00:00:00","Renewed","Mirdif","80000","80000","Non Free Hold","1","Villa","Villa","","Residential","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","0","1","",""
"0120220701001646","2023-08-20 17:48:54","2023-08-15 00:00:00","2024-08-14 00:00:00","Renewed","Al Karama","200000","200000","Non Free Hold","34.8","Unit","Shop","","Commercial","ADCB Metro Station","Dubai Mall","Burj Khalifa","","2","",""
"0120220701001646","2023-08-20 17:48:54","2023-08-15 00:00:00","2024-08-14 00:00:00","Renewed","Al Karama","200000","200000","Non Free Hold","34.8","Unit","Shop","","Commercial","ADCB Metro Station","Dubai Mall","Burj Khalifa","","2","",""
"0120220701002767","2023-08-20 13:22:09","2023-08-12 00:00:00","2024-08-11 00:00:00","Renewed","Nadd Hessa","66000","66000","Free Hold","151.84","Unit","Flat","","Residential","","","IMG World Adventures","","1","","AXIS RESIDENCES 20"
"0120220705001707","2023-08-20 15:15:26","2023-07-10 00:00:00","2024-07-09 00:00:00","Renewed","Al Dhagaya","49000","49000","Non Free Hold","19","Unit","Shop","","Commercial","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","1","",""
"0120220706000226","2023-08-20 13:36:10","2023-07-11 00:00:00","2024-07-10 00:00:00","Renewed","Al Bada","67399","67399","Non Free Hold","103.31","Unit","Flat","","Residential","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120220706004585","2023-08-20 17:20:49","2023-09-15 00:00:00","2024-09-14 00:00:00","Renewed","Al Nahda First","45000","45000","Non Free Hold","60","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120220713000486","2023-08-20 08:42:57","2023-08-15 00:00:00","2024-08-14 00:00:00","Renewed","Al Thanyah Fifth","84000","84000","Free Hold","149.43","Unit","Flat","","Residential","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","","1","",""
"0120220714003549","2023-08-20 11:54:45","2023-08-18 00:00:00","2024-09-17 00:00:00","Renewed","Mankhool","47000","47000","Non Free Hold","656.32","Unit","Flat","","Residential","Burjuman Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120220725005375","2023-08-20 13:15:41","2023-08-19 00:00:00","2024-08-18 00:00:00","Renewed","Al Suq Al Kabeer","31200","31200","Non Free Hold","57.97","Unit","Shop","","Commercial","Al Fahidi Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120220727001243","2023-08-20 20:33:23","2023-07-29 00:00:00","2024-07-28 00:00:00","Renewed","Al Thanyah Third","84000","84000","Free Hold","77.39","Unit","Flat","","Residential","Nakheel Metro Station","Marina Mall","Burj Al Arab","","1","","TANARO"
"0120220727001815","2023-08-20 11:36:57","2023-08-01 00:00:00","2024-07-31 00:00:00","Renewed","Al Dhagaya","22000","22000","Non Free Hold","332","Unit","Flat","","Residential","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","1","",""
"0120220728000212","2023-08-20 09:34:25","2023-08-24 00:00:00","2024-08-23 00:00:00","Renewed","Al Thanyah First","120000","120000","Free Hold","144","Unit","Flat","","Residential","Dubai Internet City","Mall of the Emirates","Burj Al Arab","","1","","TWO TOWERS"
"0120220730000102","2023-08-20 13:15:33","2023-08-05 00:00:00","2024-08-04 00:00:00","Renewed","Ras Al Khor Industrial Third","58000","58000","Non Free Hold","124.46","Unit","Flat","","Residential","Creek Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120220802000278","2023-08-20 08:34:06","2023-09-03 00:00:00","2024-09-02 00:00:00","Renewed","Al Qusais Industrial Fourth","36000","36000","Free Hold","64.54","Unit","Flat","","Residential","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120220802002950","2023-08-20 09:32:04","2023-08-25 00:00:00","2024-08-24 00:00:00","Renewed","Mankhool","80000","80000","Non Free Hold","184.88","Unit","Flat","","Residential","Al Fahidi Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120220804004373","2023-08-20 12:36:16","2023-07-25 00:00:00","2024-07-24 00:00:00","Renewed","Oud Metha","65000","65000","Non Free Hold","102","Unit","Flat","","Residential","Oud Metha Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120220804004784","2023-08-20 20:55:29","2023-07-02 00:00:00","2024-07-01 00:00:00","Renewed","Al Wasl","50000","50000","Non Free Hold","111.2","Unit","Office","","Commercial","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120220805003559","2023-08-20 12:24:18","2023-08-21 00:00:00","2024-08-20 00:00:00","Renewed","Palm Jumeirah","155000","155000","Free Hold","185.22","Unit","Flat","","Residential","Palm Jumeirah","Marina Mall","Burj Al Arab","","1","",""
"0120220805003823","2023-08-20 14:50:33","2023-08-19 00:00:00","2024-08-18 00:00:00","Renewed","Business Bay","60000","60000","Free Hold","80.07","Unit","Shop","","Commercial","Business Bay Metro Station","Dubai Mall","Downtown Dubai","","1","","EXECUTIVE BAY B"
"0120220805003823","2023-08-20 14:50:33","2023-08-19 00:00:00","2024-08-18 00:00:00","Renewed","Business Bay","60000","60000","Free Hold","80.07","Unit","Shop","","Commercial","Business Bay Metro Station","Dubai Mall","Downtown Dubai","","1","","EXECUTIVE BAY A"
"0120220810000536","2023-08-20 10:38:53","2023-08-15 00:00:00","2024-08-14 00:00:00","Renewed","Jumeirah Second","75000","75000","Non Free Hold","77.62","Unit","Flat","","Residential","Business Bay Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120220810003702","2023-08-20 14:41:00","2023-08-15 00:00:00","2024-08-14 00:00:00","Renewed","Saih Shuaib 2","40000","40000","Free Hold","56.09","Unit","Flat","","Residential","","","Dubai Parks and Resorts","","1","","SPARK"
"0120220810005086","2023-08-20 13:20:25","2023-07-23 00:00:00","2024-07-22 00:00:00","Renewed","Saih Shuaib 2","50000","50000","Free Hold","113.02","Villa","Villa","2","Residential","","","Al Makhtoum International Airport","  1","1","","SAHARA MEADOWS2 "
"0120220811002222","2023-08-20 14:04:03","2023-08-15 00:00:00","2024-08-14 00:00:00","Renewed","Al Hebiah First","57000","57000","Free Hold","85.12","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","","1","",""
"0120220812000516","2023-08-20 09:38:22","2023-08-16 00:00:00","2024-08-15 00:00:00","Renewed","Al Thanyah First","110000","110000","Free Hold","144","Unit","Flat","","Residential","Dubai Internet City","Mall of the Emirates","Burj Al Arab","","1","","TWO TOWERS"
"0120220812003962","2023-08-20 12:38:07","2023-08-10 00:00:00","2024-08-09 00:00:00","Renewed","Al Bada","50000","50000","Non Free Hold","60.06","Unit","Flat","","Residential","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120220813004222","2023-08-20 09:37:36","2023-08-15 00:00:00","2024-08-14 00:00:00","Renewed","Al Qusais Industrial Second","31500","31500","Non Free Hold","74.5","Unit","Flat","","Residential","Airport Free Zone","City Centre Mirdif","Dubai International Airport","","1","",""
"0120220814000207","2023-08-20 10:53:31","2023-08-16 00:00:00","2024-08-15 00:00:00","Renewed","Jumeirah Second","65000","65000","Non Free Hold","72.84","Unit","Flat","","Residential","Business Bay Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120220814000563","2023-08-20 14:45:36","2023-08-25 00:00:00","2024-08-24 00:00:00","Renewed","Al Qusais First","42000","42000","Non Free Hold","7.2","Unit","Flat","","Residential","Al Nahda Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120220815001678","2023-08-20 13:15:44","2023-08-22 00:00:00","2024-08-21 00:00:00","Renewed","Madinat Dubai Almelaheyah","81000","81000","Non Free Hold","140.89","Unit","Flat","","Residential","Al Jafiliya Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120220815004098","2023-08-20 14:01:02","2023-08-26 00:00:00","2024-08-25 00:00:00","Renewed","Al Hebiah Third","58000","58000","Free Hold","94.84","Unit","Flat","","Residential","","","Motor City","","1","","DAMAC HILLS - LORETO"
"0120220816003430","2023-08-20 13:36:23","2023-08-23 00:00:00","2023-11-22 00:00:00","Renewed","Al Saffa First","26499.75","105999","Non Free Hold","184.6","Unit","Flat","","Residential","Business Bay Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120220817001336","2023-08-20 13:55:06","2023-08-26 00:00:00","2024-08-25 00:00:00","Renewed","Al Muteena","56700","56700","Non Free Hold","1","Unit","Flat","","Residential","Abu Baker Al Siddique Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120220817001780","2023-08-20 18:50:41","2023-08-21 00:00:00","2024-08-20 00:00:00","Renewed","Wadi Al Safa 7","350000","350000","Free Hold","722.24","Villa","Villa","4","Residential","","","Motor City","","1","","ARABIAN RANCHES- ROSA COMMUNITY"
"0120220817003688","2023-08-20 09:45:57","2023-08-20 00:00:00","2024-08-19 00:00:00","Renewed","Warsan Fourth","25200","25200","Free Hold","29.7","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"0120220817005007","2023-08-20 11:28:39","2023-08-20 00:00:00","2024-08-19 00:00:00","Renewed","Al Nahda Second","49000","49000","Non Free Hold","0","Unit","Flat","","Residential","Al Nahda Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120220818000465","2023-08-20 16:36:03","2023-09-01 00:00:00","2024-08-31 00:00:00","Renewed","Business Bay","60000","60000","Free Hold","91.32","Unit","Flat","","Residential","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","","1","",""
"0120220818001217","2023-08-20 11:30:26","2023-09-01 00:00:00","2024-08-31 00:00:00","Renewed","Al Nahda First","37000","37000","Non Free Hold","81","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120220818002927","2023-08-20 09:17:18","2023-08-16 00:00:00","2024-08-15 00:00:00","Renewed","Al Nahda First","37000","37000","Non Free Hold","80","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120220818004398","2023-08-20 15:19:19","2023-08-25 00:00:00","2024-08-24 00:00:00","Renewed","Ras Al Khor Industrial Third","69999","69999","Non Free Hold","131.8","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120220819000136","2023-08-20 13:51:25","2023-08-25 00:00:00","2024-08-24 00:00:00","Renewed","Ras Al Khor Industrial Third","41999","41999","Non Free Hold","86.68","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120220820000647","2023-08-20 10:29:09","2023-08-23 00:00:00","2024-08-22 00:00:00","Renewed","Jumeirah Second","70000","70000","Non Free Hold","68.88","Unit","Flat","","Residential","Business Bay Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120220821000721","2023-08-20 16:59:51","2023-09-01 00:00:00","2024-08-31 00:00:00","Renewed","Al Suq Al Kabeer","21600","21600","Non Free Hold","13.93","Unit","Studio ","","Residential","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120220821001006","2023-08-20 16:47:45","2023-08-05 00:00:00","2024-08-04 00:00:00","Renewed","Naif","28000","28000","Non Free Hold","25","Unit","Studio ","","Residential","Baniyas Square Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120220822001490","2023-08-20 14:27:38","2023-08-27 00:00:00","2024-08-26 00:00:00","Renewed","Madinat Dubai Almelaheyah","54000","54000","Non Free Hold","92.66","Unit","Flat","","Residential","Al Jafiliya Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120220823000168","2023-08-20 11:00:43","2023-09-05 00:00:00","2024-09-04 00:00:00","Renewed","Oud Metha","135000","135000","Non Free Hold","222.94","Unit","Flat","","Residential","Healthcare City Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120220824002316","2023-08-20 14:48:53","2023-08-30 00:00:00","2024-08-29 00:00:00","Renewed","Al Nahda First","54000","54000","Non Free Hold","122.92","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120220828000190","2023-08-20 16:34:54","2023-09-05 00:00:00","2024-09-04 00:00:00","Renewed","Al Hamriya","46000","46000","Non Free Hold","83.61","Unit","Flat","","Residential","Al Fahidi Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120220829000185","2023-08-20 14:06:05","2023-09-03 00:00:00","2024-09-02 00:00:00","Renewed","Al Qusais Industrial Fifth","48000","48000","Non Free Hold","110.59","Unit","Flat","","Residential","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120220829001622","2023-08-20 18:28:29","2023-09-01 00:00:00","2024-08-31 00:00:00","Renewed","Eyal Nasser","33000","33000","Non Free Hold","18.3","Unit","Flat","","Residential","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","1","",""
"0120220831000179","2023-08-20 13:36:00","2023-09-06 00:00:00","2024-09-05 00:00:00","Renewed","Muhaisanah Fourth","62999","62999","Non Free Hold","133.9","Unit","Flat","","Residential","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120220831004647","2023-08-20 14:58:58","2023-09-01 00:00:00","2024-08-31 00:00:00","Renewed","Al Barsha First","46000","46000","Non Free Hold","61","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","","1","",""
"0120220902000533","2023-08-20 15:19:39","2023-09-06 00:00:00","2024-09-05 00:00:00","Renewed","Al Nahda First","83000","83000","Non Free Hold","139.47","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120220902000867","2023-08-20 19:16:30","2023-09-01 00:00:00","2024-08-31 00:00:00","Renewed","Mankhool","52500","52500","Non Free Hold","0","Unit","Flat","","Residential","ADCB Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120220902000892","2023-08-20 12:48:53","2023-09-05 00:00:00","2024-09-04 00:00:00","Renewed","Al Nahda First","38850","38850","Non Free Hold","65.03","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120220902001095","2023-08-20 13:27:27","2023-09-10 00:00:00","2024-09-09 00:00:00","Renewed","Wadi Al Safa 5","29900","29900","Free Hold","48.39","Unit","Flat","","Residential","","","IMG World Adventures","","1","",""
"0120220903000125","2023-08-20 12:22:36","2023-08-19 00:00:00","2024-08-18 00:00:00","Renewed","Al Bada","50000","50000","Non Free Hold","60.32","Unit","Flat","","Residential","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","","1","",""
