Ejari Contract Number,Registration Date,Start Date,End Date,Version,Area,Contract Amount,Annual Amount,Is Free Hold?,Property Size (sq.m),Property Type,Property Sub Type,Number of Rooms,Usage,Nearest Metro,Nearest Mall,Nearest Landmark,Parking,No of Units,Master Project,Project
"0120230730000750","2023-07-30 13:33:38","2023-08-01 00:00:00","2024-07-31 00:00:00","New","Al Murqabat","45000","45000","Non Free Hold","51.47","Unit","Flat","","Residential","Union Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120230730000761","2023-07-30 13:38:41","2023-08-05 00:00:00","2024-09-04 00:00:00","New","Al Thanyah First","60000","55384.62","Free Hold","63.75","Unit","Flat","","Residential","Dubai Internet City","Mall of the Emirates","Burj Al Arab","","1","",""
"0120230730000765","2023-07-30 13:40:01","2023-08-01 00:00:00","2024-08-31 00:00:00","New","Al Barshaa South Third","92080","84996.92","Free Hold","131.38","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","","1","","SIRAJ TOWER"
"0120230730000776","2023-07-30 13:41:55","2023-06-01 00:00:00","2028-05-31 00:00:00","New","Al Barshaa South Second","60000","12000","Free Hold","40.75","Unit","Shop","","Commercial","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","","4","","THREE TOWERS"
"0120230730000776","2023-07-30 13:41:55","2023-06-01 00:00:00","2028-05-31 00:00:00","New","Al Barshaa South Second","60000","12000","Free Hold","185.18","Unit","Shop","","Commercial","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","","4","","THREE TOWERS"
"0120230730000776","2023-07-30 13:41:55","2023-06-01 00:00:00","2028-05-31 00:00:00","New","Al Barshaa South Second","60000","12000","Free Hold","119.2","Unit","Shop","","Commercial","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","","4","","THREE TOWERS"
"0120230730000776","2023-07-30 13:41:55","2023-06-01 00:00:00","2028-05-31 00:00:00","New","Al Barshaa South Second","60000","12000","Free Hold","143.21","Unit","Shop","","Commercial","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","","4","","THREE TOWERS"
"0120230730000780","2023-07-30 13:42:37","2023-08-05 00:00:00","2024-08-04 00:00:00","New","Marsa Dubai","93000","93000","Free Hold","96.34","Unit","Flat","","Residential","Mina Seyahi","Marina Mall","Burj Al Arab","","1","","OCEAN HEIGHTS"
"0120230730000782","2023-07-30 13:42:56","2023-08-05 00:00:00","2024-10-04 00:00:00","New","Al Nahda First","52000","52000","Non Free Hold","99.92","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120230730000792","2023-07-30 13:46:17","2023-08-01 00:00:00","2024-08-31 00:00:00","New","Al Barshaa South Third","108330","99996.92","Free Hold","187.16","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","","1","","SIRAJ TOWER"
"0120230730000793","2023-07-30 13:46:39","2023-06-26 00:00:00","2024-06-25 00:00:00","New","Al Warsan First","23100","23100","Free Hold","45","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"0120230730000801","2023-07-30 13:48:29","2023-06-01 00:00:00","2028-05-31 00:00:00","New","Al Barshaa South Second","90000","18000","Free Hold","326.33","Unit","Shop","","Commercial","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","","6","","THREE TOWERS"
"0120230730000801","2023-07-30 13:48:29","2023-06-01 00:00:00","2028-05-31 00:00:00","New","Al Barshaa South Second","90000","18000","Free Hold","35.05","Unit","Shop","","Commercial","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","","6","","THREE TOWERS"
"0120230730000801","2023-07-30 13:48:29","2023-06-01 00:00:00","2028-05-31 00:00:00","New","Al Barshaa South Second","90000","18000","Free Hold","47.15","Unit","Shop","","Commercial","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","","6","","THREE TOWERS"
"0120230730000801","2023-07-30 13:48:29","2023-06-01 00:00:00","2028-05-31 00:00:00","New","Al Barshaa South Second","90000","18000","Free Hold","702.98","Unit","Shop","","Commercial","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","","6","","THREE TOWERS"
"0120230730000801","2023-07-30 13:48:29","2023-06-01 00:00:00","2028-05-31 00:00:00","New","Al Barshaa South Second","90000","18000","Free Hold","302.23","Unit","Shop","","Commercial","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","","6","","THREE TOWERS"
"0120230730000801","2023-07-30 13:48:29","2023-06-01 00:00:00","2028-05-31 00:00:00","New","Al Barshaa South Second","90000","18000","Free Hold","88.94","Unit","Shop","","Commercial","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","","6","","THREE TOWERS"
"0120230730000817","2023-07-30 13:53:13","2023-06-01 00:00:00","2028-05-31 00:00:00","New","Al Barshaa South Second","60000","12000","Free Hold","67.38","Unit","Shop","","Commercial","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","","4","","THREE TOWERS"
"0120230730000817","2023-07-30 13:53:13","2023-06-01 00:00:00","2028-05-31 00:00:00","New","Al Barshaa South Second","60000","12000","Free Hold","139.15","Unit","Shop","","Commercial","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","","4","","THREE TOWERS"
"0120230730000817","2023-07-30 13:53:13","2023-06-01 00:00:00","2028-05-31 00:00:00","New","Al Barshaa South Second","60000","12000","Free Hold","80.67","Unit","Shop","","Commercial","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","","4","","THREE TOWERS"
"0120230730000817","2023-07-30 13:53:13","2023-06-01 00:00:00","2028-05-31 00:00:00","New","Al Barshaa South Second","60000","12000","Free Hold","169.23","Unit","Shop","","Commercial","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","","4","","THREE TOWERS"
"0120230730000822","2023-07-30 13:54:26","2023-08-01 00:00:00","2024-07-31 00:00:00","New","Al Barsha South Fourth","50000","50000","Free Hold","75.1","Unit","Flat","","Residential","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","","1","",""
"0120230730000826","2023-07-30 13:58:25","2023-08-02 00:00:00","2024-08-01 00:00:00","New","Al Barsha South Fourth","60000","60000","Free Hold","76.46","Unit","Flat","","Residential","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","","1","",""
"0120230730000832","2023-07-30 14:01:40","2023-08-01 00:00:00","2024-07-31 00:00:00","New","Al Baraha","20000","20000","Non Free Hold","51.4","Unit","Flat","","Residential","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120230730000835","2023-07-30 14:02:06","2023-08-04 00:00:00","2024-08-03 00:00:00","New","Al Thanyah Fifth","75000","75000","Free Hold","88.11","Unit","Flat","","Residential","Marina Mall Metro Station","Marina Mall","Sports City Swimming Academy","","1","",""
"0120230730000868","2023-07-30 14:24:32","2023-08-05 00:00:00","2024-08-04 00:00:00","New","Al Qusais First","44000","44000","Non Free Hold","74.32","Unit","Flat","","Residential","Airport Free Zone","City Centre Mirdif","Dubai International Airport","","1","",""
"0120230730000885","2023-07-30 14:41:26","2023-08-05 00:00:00","2024-08-04 00:00:00","New","Al Thanyah First","110000","110000","Free Hold","147.9","Unit","Flat","","Residential","Dubai Internet City","Mall of the Emirates","Burj Al Arab","","1","",""
"0120230730000892","2023-07-30 14:47:34","2023-08-03 00:00:00","2024-08-02 00:00:00","New","Nadd Hessa","60000","60000","Free Hold","82.01","Unit","Flat","","Residential","","","IMG World Adventures","","1","","TOPAZ RESIDENCES 3"
"0120230730000900","2023-07-30 14:49:36","2023-08-15 00:00:00","2024-08-14 00:00:00","New","Al Warsan First","38000","38000","Free Hold","70","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120230730000923","2023-07-30 15:01:49","2023-07-30 00:00:00","2024-07-29 00:00:00","New","Al Goze Third","17000","17000","Non Free Hold","25","Unit","Office","","Commercial","Noor Bank Metro Station","Dubai Mall","Downtown Dubai","","1","",""
"0120230730000927","2023-07-30 15:05:16","2023-07-24 00:00:00","2024-07-23 00:00:00","New","Dubai Investment Park First","260000","260000","Free Hold","375","Villa","Villa","3","Residential","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","","1","",""
"0120230730000929","2023-07-30 15:05:52","2023-07-26 00:00:00","2024-07-25 00:00:00","New","Port Saeed","10000","10000","Non Free Hold","38","Unit","Office","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120230730000931","2023-07-30 15:07:18","2023-08-04 00:00:00","2024-08-03 00:00:00","New","Al Jadaf","42000","42000","Non Free Hold","53.16","Unit","Flat","","Residential","Al Jadaf Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120230730000932","2023-07-30 15:07:30","2023-08-20 00:00:00","2024-08-19 00:00:00","New","Wadi Al Safa 5","53000","53000","Free Hold","113.81","Unit","Flat","","Residential","","","IMG World Adventures","","1","",""
"0120230730000935","2023-07-30 15:08:17","2023-08-01 00:00:00","2024-08-30 00:00:00","New","Al Barsha South Fourth","60000","60000","Free Hold","95.17","Unit","Flat","","Residential","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","","1","","PLATINUM RESIDENCE"
"0120230730000958","2023-07-30 15:25:13","2023-08-07 00:00:00","2024-09-06 00:00:00","New","Mankhool","49000","49000","Non Free Hold","785.94","Unit","Flat","","Residential","Burjuman Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120230730000961","2023-07-30 15:25:51","2023-08-01 00:00:00","2024-07-31 00:00:00","New","Al Barshaa South Third","50400","50400","Free Hold","36.23","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","","1","","MIRACLZ TOWER"
"0120230730000964","2023-07-30 15:26:31","2023-08-05 00:00:00","2024-08-04 00:00:00","New","Warsan Fourth","38000","38000","Free Hold","63.09","Unit","Flat","","Residential","","","","","1","",""
"0120230730000973","2023-07-30 15:29:08","2023-07-30 00:00:00","2024-07-29 00:00:00","New","Al Thanyah First","30000","30000","Free Hold","86.89","Unit","Shop","","Commercial","Dubai Internet City","Mall of the Emirates","Burj Al Arab","","1","","TWO TOWERS"
"0120230730000989","2023-07-30 15:37:56","2023-07-30 00:00:00","2024-07-29 00:00:00","New","Al Barsha First","75000","75000","Non Free Hold","116","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","","1","",""
"0120230730000994","2023-07-30 15:43:20","2023-08-01 00:00:00","2024-07-31 00:00:00","New","Hor Al Anz","30000","30000","Non Free Hold","45","Unit","Flat","","Residential","Abu Baker Al Siddique Metro Station","","Dubai International Airport","","1","",""
"0120230730000999","2023-07-30 15:43:58","2023-08-01 00:00:00","2024-07-30 00:00:00","New","Al Thanyah Fifth","155000","155417.79","Free Hold","182.73","Unit","Flat","","Residential","Damac Properties","Marina Mall","Burj Al Arab","","1","","AL SEEF II"
"0120230730001004","2023-07-30 15:46:32","2023-08-05 00:00:00","2024-08-04 00:00:00","New","Al Jadaf","68000","68000","Free Hold","61.78","Unit","Flat","","Residential","Al Jadaf Metro Station","Dubai Mall","Downtown Dubai","","1","","Binghatti Creek"
"0120230730001016","2023-07-30 15:54:42","2023-08-01 00:00:00","2024-07-31 00:00:00","New","Al Barsha First","66000","66000","Non Free Hold","100.34","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","","1","",""
"0120230730001022","2023-07-30 15:58:25","2023-07-30 00:00:00","2024-07-29 00:00:00","New","Nadd Hessa","39000","39000","Free Hold","31.93","Unit","Flat","","Residential","","","IMG World Adventures","","1","","PALACE TOWER"
"0120230730001027","2023-07-30 16:02:47","2023-07-30 00:00:00","2024-07-29 00:00:00","New","Port Saeed","20000","20000","Non Free Hold","22","Unit","Office","","Commercial","Deira City Centre","Dubai Mall","Dubai International Airport","","1","",""
"0120230730001044","2023-07-30 16:22:28","2023-08-10 00:00:00","2024-08-09 00:00:00","New","Wadi Al Safa 2","50000","50000","Free Hold","69.24","Unit","Flat","","Residential","","","IMG World Adventures","","1","","Q - Zone (Qpoint - Phase III) MU007"
"0120230730001044","2023-07-30 16:22:28","2023-08-10 00:00:00","2024-08-09 00:00:00","New","Wadi Al Safa 2","50000","50000","Free Hold","69.24","Unit","Flat","","Residential","","","IMG World Adventures","","1","","QPOINT LIWAN- PLOT MU007"
"0120230730001045","2023-07-30 16:23:10","2023-08-01 00:00:00","2024-07-31 00:00:00","New","Al Qusais Second","37000","37000","Non Free Hold","1","Unit","Flat","","Residential","Airport Free Zone","City Centre Mirdif","Dubai International Airport","","1","",""
"0120230730001056","2023-07-30 16:28:35","2023-08-01 00:00:00","2024-08-30 00:00:00","New","Wadi Al Safa 5","48000","48000","Free Hold","74.21","Unit","Flat","","Residential","","","IMG World Adventures","","1","",""
"0120230730001058","2023-07-30 16:29:16","2023-08-01 00:00:00","2024-07-31 00:00:00","New","Al Barshaa South Third","85000","85000","Free Hold","131.11","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","","1","","SIRAJ TOWER"
"0120230730001060","2023-07-30 16:31:02","2023-08-01 00:00:00","2024-07-31 00:00:00","New","Al Barsha First","85000","85000","Non Free Hold","128.11","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","","1","",""
"0120230730001062","2023-07-30 16:31:29","2023-08-15 00:00:00","2024-08-14 00:00:00","New","Business Bay","72000","72000","Free Hold","88.44","Unit","Flat","","Residential","Business Bay Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120230730001074","2023-07-30 16:39:28","2023-08-01 00:00:00","2024-07-31 00:00:00","New","Al Barshaa South Third","100000","100000","Free Hold","187.03","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","","1","","SIRAJ TOWER"
"0120230730001082","2023-07-30 16:43:23","2023-08-01 00:00:00","2024-07-31 00:00:00","New","Al Barsha First","75000","75000","Non Free Hold","99.25","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","","1","",""
"0120230730001084","2023-07-30 16:46:39","2023-08-01 00:00:00","2024-07-31 00:00:00","New","Marsa Dubai","150000","150000","Free Hold","166.98","Unit","Flat","","Residential","Jumeirah Beach Resdency","Marina Mall","Burj Al Arab","","1","",""
"0120230730001099","2023-07-30 16:55:53","2023-07-18 00:00:00","2024-07-19 00:00:00","New","Al Barsha First","120000","119358.29","Non Free Hold","176","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","","1","",""
"0120230730001101","2023-07-30 16:56:46","2023-08-01 00:00:00","2024-07-31 00:00:00","New","Al Barshaa South Third","100000","100000","Free Hold","187.03","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","","1","","SIRAJ TOWER"
"0120230730001114","2023-07-30 17:03:32","2023-08-01 00:00:00","2024-07-31 00:00:00","New","Al Barshaa South Third","100000","100000","Free Hold","187.16","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","","1","","SIRAJ TOWER"
"0120230730001115","2023-07-30 17:04:02","2023-08-01 00:00:00","2024-06-30 00:00:00","New","Naif","26585","29001.82","Non Free Hold","24.15","Unit","Flat","","Residential","Baniyas Square Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120230730001116","2023-07-30 17:04:12","2023-08-15 00:00:00","2024-08-14 00:00:00","New","Al Qusais Second","42000","42000","Non Free Hold","79.6","Unit","Flat","","Residential","Airport Free Zone","City Centre Mirdif","Dubai International Airport","","1","",""
"0120230730001119","2023-07-30 17:04:46","2023-08-01 00:00:00","2024-07-31 00:00:00","New","Al Warsan First","33000","33000","Free Hold","67","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"0120230730001125","2023-07-30 17:10:28","2023-08-07 00:00:00","2024-08-06 00:00:00","New","Al Khabeesi","37000","37000","Non Free Hold","430","Unit","Office","","Commercial","Abu Hail Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120230730001138","2023-07-30 17:23:24","2023-08-05 00:00:00","2024-08-04 00:00:00","New","Al Nahda Second","42000","42000","Non Free Hold","1","Unit","Flat","","Residential","Al Nahda Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120230730001146","2023-07-30 17:30:24","2023-08-10 00:00:00","2024-08-09 00:00:00","New","Al Mararr","22000","22000","Non Free Hold","22.44","Unit","Office","","Commercial","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","1","",""
"0120230730001153","2023-07-30 17:37:18","2023-07-01 00:00:00","2024-06-30 00:00:00","New","Al Nahda Second","42000","42000","Non Free Hold","102.19","Unit","Flat","","Residential","Al Nahda Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120230730001191","2023-07-30 18:02:08","2023-08-05 00:00:00","2024-08-04 00:00:00","New","Naif","18000","18000","Non Free Hold","15.45","Unit","Studio ","","Residential","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120230730001195","2023-07-30 18:09:47","2023-08-01 00:00:00","2024-07-31 00:00:00","New","Al Barshaa South Third","85000","85000","Free Hold","131.11","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","","1","","SIRAJ TOWER"
"0120230730001197","2023-07-30 18:12:01","2023-07-25 00:00:00","2024-07-24 00:00:00","New","Jabal Ali First","42000","42000","Free Hold","31.14","Unit","Flat","","Residential","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","","1","","Azizi Plaza Hotel Apartments"
"0120230730001205","2023-07-30 18:20:00","2023-07-30 00:00:00","2024-07-29 00:00:00","New","Hor Al Anz East","21000","21000","Non Free Hold","21.23","Unit","Office","","Commercial","Al Qiyadah Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120230730001206","2023-07-30 18:20:31","2023-08-01 00:00:00","2024-07-31 00:00:00","New","Al Barshaa South Third","85000","85000","Free Hold","131.11","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","","1","","SIRAJ TOWER"
"0120230730001209","2023-07-30 18:21:52","2023-08-02 00:00:00","2024-08-01 00:00:00","New","Madinat Al Mataar","40000","40000","Free Hold","40.97","Unit","Flat","","Residential","","","Expo 2020 Site","","1","","TOWN CENTRAL"
"0120230730001209","2023-07-30 18:21:52","2023-08-02 00:00:00","2024-08-01 00:00:00","New","Madinat Al Mataar","40000","40000","Free Hold","40.97","Unit","Flat","","Residential","","","Expo 2020 Site","","1","","CELESTIA"
"0120230730001212","2023-07-30 18:25:34","2023-08-01 00:00:00","2024-07-31 00:00:00","New","Al Barshaa South Third","85000","85000","Free Hold","131.11","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","","1","","SIRAJ TOWER"
"0120230730001215","2023-07-30 18:36:12","2023-07-30 00:00:00","2024-07-29 00:00:00","New","Al Mararr","20000","20000","Non Free Hold","20.55","Unit","Office","","Commercial","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","1","",""
"0120230730001222","2023-07-30 18:45:51","2023-08-05 00:00:00","2024-08-04 00:00:00","New","Al Nahda Second","34000","34000","Non Free Hold","48","Unit","Flat","","Residential","Al Nahda Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120230730001235","2023-07-30 19:00:04","2023-08-05 00:00:00","2024-08-04 00:00:00","New","Al Barsha South Fourth","37000","37000","Free Hold","52.94","Unit","Flat","","Residential","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","","1","","BOTANICA"
"0120230730001263","2023-07-30 20:20:39","2023-09-01 00:00:00","2024-08-31 00:00:00","New","Muhaisanah Fourth","30000","30000","Non Free Hold","10","Unit","Flat","","Residential","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120230730001267","2023-07-30 20:29:55","2023-08-15 00:00:00","2024-08-14 00:00:00","New","Muhaisanah Fourth","30000","30000","Non Free Hold","10","Unit","Flat","","Residential","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120230730001271","2023-07-30 20:33:52","2023-08-01 00:00:00","2024-07-31 00:00:00","New","Jabal Ali First","40000","40000","Free Hold","38.18","Unit","Flat","","Residential","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","","1","","STARZ TOWER by DANUBE"
"0120230730001283","2023-07-30 21:42:51","2023-08-06 00:00:00","2024-08-05 00:00:00","New","Wadi Al Safa 3","35000","35000","Free Hold","47.08","Unit","Flat","","Residential","","","","","1","","LIVING LEGENDS PHASE 7"
"0120230730001285","2023-07-30 21:43:05","2023-07-30 00:00:00","2024-07-29 00:00:00","New","Al Qusais Industrial First","24000","24000","Non Free Hold","32","Unit","Office","","Commercial","Airport Free Zone","City Centre Mirdif","Dubai International Airport","","1","",""
"0120230730001287","2023-07-30 21:54:01","2023-07-30 00:00:00","2024-07-29 00:00:00","New","Al Qusais Industrial First","24000","24000","Non Free Hold","35","Unit","Office","","Commercial","Airport Free Zone","City Centre Mirdif","Dubai International Airport","","1","",""
"0120230730001293","2023-07-30 21:59:42","2023-05-01 00:00:00","2024-04-30 00:00:00","New","Al Qusais Industrial First","24000","24000","Non Free Hold","35","Unit","Office","","Commercial","Airport Free Zone","City Centre Mirdif","Dubai International Airport","","1","",""
"0120230730001295","2023-07-30 22:07:37","2023-05-01 00:00:00","2024-04-30 00:00:00","New","Al Qusais Industrial First","24000","24000","Non Free Hold","50","Unit","Office","","Commercial","Airport Free Zone","City Centre Mirdif","Dubai International Airport","","1","",""
"0120230730001298","2023-07-30 22:16:42","2023-08-10 00:00:00","2024-08-09 00:00:00","New","Jabal Ali First","38000","38000","Free Hold","37.15","Unit","Flat","","Residential","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","","1","","STARZ TOWER by DANUBE"
"0120230730001302","2023-07-30 22:40:25","2023-08-03 00:00:00","2023-12-03 00:00:00","New","Jabal Ali First","32633","97115.81","Free Hold","177.84","Unit","Flat","","Residential","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Sports City Swimming Academy","","1","","VICTORIA RESIDENCY"
"0120230730001304","2023-07-30 22:41:14","2023-06-02 00:00:00","2024-06-01 00:00:00","New","Me'Aisem First","60000","60000","Free Hold","100.63","Unit","Flat","","Residential","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","","1","","JANNAT"
"0120230730001308","2023-07-30 23:21:54","2023-07-30 00:00:00","2024-07-29 00:00:00","New","Nadd Hessa","46000","46000","Free Hold","78.74","Unit","Flat","","Residential","","","IMG World Adventures","","1","",""
"0120230730001311","2023-07-30 23:27:19","2023-07-30 00:00:00","2024-07-29 00:00:00","New","Al Qusais Industrial First","24000","24000","Non Free Hold","35","Unit","Office","","Commercial","Airport Free Zone","City Centre Mirdif","Dubai International Airport","","1","",""
"0120230730001313","2023-07-30 23:36:59","2023-08-01 00:00:00","2024-07-31 00:00:00","New","Hor Al Anz","25000","25000","Non Free Hold","52","Unit","Flat","","Residential","Abu Baker Al Siddique Metro Station","","Dubai International Airport","","1","",""
"0220150629002009","2023-07-30 12:43:03","2023-06-02 00:00:00","2024-06-01 00:00:00","Renewed","Al Karama","32000","32000","Non Free Hold","20","Unit","Flat","","Residential","ADCB Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0220160728001079","2023-07-30 13:49:06","2023-08-01 00:00:00","2024-07-31 00:00:00","Renewed","Al Barsha South Fourth","40000","40000","Free Hold","103","Unit","Flat","","Residential","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","","1","","TUSCAN RESIDENCES1 - AREZZO"
"0220170416002277","2023-07-30 09:33:41","2023-01-01 00:00:00","2023-12-31 00:00:00","Renewed","Al Hebiah Fourth","46000","46000","Free Hold","108","Unit","Flat","","Residential","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","","1","","HAMZA TOWER"
"0220170820002839","2023-07-30 11:22:52","2023-08-25 00:00:00","2024-02-24 00:00:00","Renewed","Al Thanyah Third","77500","155000","Free Hold","163","Unit","Flat","","Residential","Dubai Internet City","Marina Mall","Burj Al Arab","","1","","THE ONYX"
"0220180530000907","2023-07-30 11:13:56","2023-06-01 00:00:00","2024-05-31 00:00:00","Renewed","Al Yelayiss 2","132300","132300","Free Hold","269","Villa","Villa","4","Residential","","","Dubai Cycling Course","","1","",""
"0220180708000953","2023-07-30 10:50:59","2023-08-01 00:00:00","2024-07-31 00:00:00","Renewed","Al Yelayiss 1","115500","115500","Free Hold","209","Villa","Villa","3","Residential","","","Dubai Cycling Course","","1","","REEM-MIRA COMMUNITY PH 2"
"0220181018002235","2023-07-30 16:53:56","2022-10-25 00:00:00","2023-10-24 00:00:00","Renewed","Jabal Ali First","40000","40000","Free Hold","82","Unit","Flat","","Residential","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","","1","",""
"0220190410002831","2023-07-30 08:59:25","2023-04-01 00:00:00","2024-03-31 00:00:00","Renewed","Al Thanayah Fourth","140000","140000","Free Hold","343","Villa","Villa","3","Residential","Damac Properties","Marina Mall","Sports City Swimming Academy","","1","",""
"0220190516000123","2023-07-30 14:23:25","2023-05-20 00:00:00","2024-05-19 00:00:00","Renewed","Nadd Hessa","66675","66675","Free Hold","127","Unit","Office","","Commercial","","","IMG World Adventures","","1","",""
"0220190623003961","2023-07-30 12:38:49","2023-07-01 00:00:00","2024-06-30 00:00:00","Renewed","Al Yelayiss 2","53240","53240","Free Hold","99","Unit","Flat","","Residential","","","Dubai Cycling Course","","1","","TOWN SQUARE SAFI"
"0220190713000982","2023-07-30 14:18:45","2023-06-09 00:00:00","2024-06-08 00:00:00","Renewed","Al Thanyah Third","59170","59170","Free Hold","69","Unit","Flat","","Residential","Dubai Internet City","Marina Mall","Burj Al Arab","","1","",""
"0220190714002458","2023-07-30 11:06:54","2023-07-01 00:00:00","2024-06-30 00:00:00","Renewed","Al Hebiah First","57750","57750","Free Hold","98","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","","1","",""
"0220190727000187","2023-07-30 11:15:02","2023-08-01 00:00:00","2024-07-31 00:00:00","Renewed","Jabal Ali Industrial Second","60000","60000","Free Hold","121","Unit","Flat","","Residential","UAE Exchange Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","","1","","SUBERBIA"
"0220190805000635","2023-07-30 13:26:34","2023-08-19 00:00:00","2024-08-18 00:00:00","Renewed","Al Hebiah Fourth","192500","192500","Free Hold","620","Villa","Villa","5","Residential","Damac Properties","Marina Mall","Sports City Swimming Academy","","1","",""
"0220190925001581","2023-07-30 11:00:54","2023-07-05 00:00:00","2024-07-04 00:00:00","Renewed","Al Barsha South Fourth","60000","60000","Free Hold","108","Unit","Flat","","Residential","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","","1","","MANHATTAN"
"0220191211001609","2023-07-30 16:53:08","2022-12-15 00:00:00","2023-12-14 00:00:00","Renewed","Hadaeq Sheikh Mohammed Bin Rashid","101200","101200","Free Hold","159","Unit","Flat","","Residential","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","","1","","MULBERRY at PARK HEIGHTS"
"0220191217003366","2023-07-30 16:33:33","2023-01-01 00:00:00","2023-12-31 00:00:00","Renewed","Al Hebiah Fourth","60000","60000","Free Hold","150","Unit","Flat","","Residential","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","","1","","VICTORY HEIGHTS"
